# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# popcnt
66 0FB8 CE, INVALID, INVALID, 0, code=INVALID
69 CE 5AA5, Imul_r16_rm16_imm16, Imul, 3, op0=r;cx op1=r;si op2=i16;0xA55A co=2;2;0;0;0;0
69 18 5AA5, Imul_r16_rm16_imm16, Imul, 3, op0=r;bx op1=m;ds;bx;si;1;0;0;Int16 op2=i16;0xA55A co=2;2;0;0;0;0

66 69 CE 5AA51234, Imul_r32_rm32_imm32, Imul, 3, op0=r;ecx op1=r;esi op2=i32;0x3412A55A co=3;4;0;0;0;0
66 69 18 5AA51234, Imul_r32_rm32_imm32, Imul, 3, op0=r;ebx op1=m;ds;bx;si;1;0;0;Int32 op2=i32;0x3412A55A co=3;4;0;0;0;0

6A 5A, Pushw_imm8, Push, 1, op0=i8to16;0x005A co=1;1;0;0;0;0
6A A5, Pushw_imm8, Push, 1, op0=i8to16;0xFFA5 co=1;1;0;0;0;0

66 6A 5A, Pushd_imm8, Push, 1, op0=i8to32;0x0000005A co=2;1;0;0;0;0
66 6A A5, Pushd_imm8, Push, 1, op0=i8to32;0xFFFFFFA5 co=2;1;0;0;0;0

6B CE 5A, Imul_r16_rm16_imm8, Imul, 3, op0=r;cx op1=r;si op2=i8to16;0x005A co=2;1;0;0;0;0
6B CE A5, Imul_r16_rm16_imm8, Imul, 3, op0=r;cx op1=r;si op2=i8to16;0xFFA5 co=2;1;0;0;0;0
6B 18 5A, Imul_r16_rm16_imm8, Imul, 3, op0=r;bx op1=m;ds;bx;si;1;0;0;Int16 op2=i8to16;0x005A co=2;1;0;0;0;0
6B 18 A5, Imul_r16_rm16_imm8, Imul, 3, op0=r;bx op1=m;ds;bx;si;1;0;0;Int16 op2=i8to16;0xFFA5 co=2;1;0;0;0;0

66 6B CE 5A, Imul_r32_rm32_imm8, Imul, 3, op0=r;ecx op1=r;esi op2=i8to32;0x0000005A co=3;1;0;0;0;0
66 6B CE A5, Imul_r32_rm32_imm8, Imul, 3, op0=r;ecx op1=r;esi op2=i8to32;0xFFFFFFA5 co=3;1;0;0;0;0
66 6B 18 5A, Imul_r32_rm32_imm8, Imul, 3, op0=r;ebx op1=m;ds;bx;si;1;0;0;Int32 op2=i8to32;0x0000005A co=3;1;0;0;0;0
66 6B 18 A5, Imul_r32_rm32_imm8, Imul, 3, op0=r;ebx op1=m;ds;bx;si;1;0;0;Int32 op2=i8to32;0xFFFFFFA5 co=3;1;0;0;0;0

6C, Insb_m8_DX, Insb, 2, op0=esdi;UInt8 op1=r;dx
F3 6C, Insb_m8_DX, Insb, 2, op0=esdi;UInt8 op1=r;dx rep
66 6C, Insb_m8_DX, Insb, 2, op0=esdi;UInt8 op1=r;dx enc=6C
67 6C, Insb_m8_DX, Insb, 2, op0=esedi;UInt8 op1=r;dx
67 F3 6C, Insb_m8_DX, Insb, 2, op0=esedi;UInt8 op1=r;dx rep
66 67 6C, Insb_m8_DX, Insb, 2, op0=esedi;UInt8 op1=r;dx enc=676C

6D, Insw_m16_DX, Insw, 2, op0=esdi;UInt16 op1=r;dx
F3 6D, Insw_m16_DX, Insw, 2, op0=esdi;UInt16 op1=r;dx rep
67 6D, Insw_m16_DX, Insw, 2, op0=esedi;UInt16 op1=r;dx
67 F3 6D, Insw_m16_DX, Insw, 2, op0=esedi;UInt16 op1=r;dx rep

66 6D, Insd_m32_DX, Insd, 2, op0=esdi;UInt32 op1=r;dx
66 F3 6D, Insd_m32_DX, Insd, 2, op0=esdi;UInt32 op1=r;dx rep
66 67 6D, Insd_m32_DX, Insd, 2, op0=esedi;UInt32 op1=r;dx
66 67 F3 6D, Insd_m32_DX, Insd, 2, op0=esedi;UInt32 op1=r;dx rep

6E, Outsb_DX_m8, Outsb, 2, op0=r;dx op1=segsi;ds;UInt8
F3 6E, Outsb_DX_m8, Outsb, 2, op0=r;dx op1=segsi;ds;UInt8 rep
66 6E, Outsb_DX_m8, Outsb, 2, op0=r;dx op1=segsi;ds;UInt8 enc=6E
67 6E, Outsb_DX_m8, Outsb, 2, op0=r;dx op1=segesi;ds;UInt8
67 F3 6E, Outsb_DX_m8, Outsb, 2, op0=r;dx op1=segesi;ds;UInt8 rep
66 67 6E, Outsb_DX_m8, Outsb, 2, op0=r;dx op1=segesi;ds;UInt8 enc=676E

6F, Outsw_DX_m16, Outsw, 2, op0=r;dx op1=segsi;ds;UInt16
F3 6F, Outsw_DX_m16, Outsw, 2, op0=r;dx op1=segsi;ds;UInt16 rep
67 6F, Outsw_DX_m16, Outsw, 2, op0=r;dx op1=segesi;ds;UInt16
67 F3 6F, Outsw_DX_m16, Outsw, 2, op0=r;dx op1=segesi;ds;UInt16 rep

66 6F, Outsd_DX_m32, Outsd, 2, op0=r;dx op1=segsi;ds;UInt32
66 F3 6F, Outsd_DX_m32, Outsd, 2, op0=r;dx op1=segsi;ds;UInt32 rep
66 67 6F, Outsd_DX_m32, Outsd, 2, op0=r;dx op1=segesi;ds;UInt32
66 67 F3 6F, Outsd_DX_m32, Outsd, 2, op0=r;dx op1=segesi;ds;UInt32 rep

70 5A, Jo_rel8_16, Jo, 1, op0=nb16;0x804C co=1;1;0;0;0;0
70 A5, Jo_rel8_16, Jo, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 70 A5, Jo_rel8_16, Jo, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 70 A5, Jo_rel8_16, Jo, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 70 A5, Jo_rel8_16, Jo, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 70 5A, Jo_rel8_32, Jo, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 70 A5, Jo_rel8_32, Jo, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 70 A5, Jo_rel8_32, Jo, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 70 A5, Jo_rel8_32, Jo, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 70 A5, Jo_rel8_32, Jo, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

71 5A, Jno_rel8_16, Jno, 1, op0=nb16;0x804C co=1;1;0;0;0;0
71 A5, Jno_rel8_16, Jno, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 71 A5, Jno_rel8_16, Jno, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 71 A5, Jno_rel8_16, Jno, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 71 A5, Jno_rel8_16, Jno, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 71 5A, Jno_rel8_32, Jno, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 71 A5, Jno_rel8_32, Jno, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 71 A5, Jno_rel8_32, Jno, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 71 A5, Jno_rel8_32, Jno, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 71 A5, Jno_rel8_32, Jno, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

72 5A, Jb_rel8_16, Jb, 1, op0=nb16;0x804C co=1;1;0;0;0;0
72 A5, Jb_rel8_16, Jb, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 72 A5, Jb_rel8_16, Jb, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 72 A5, Jb_rel8_16, Jb, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 72 A5, Jb_rel8_16, Jb, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 72 5A, Jb_rel8_32, Jb, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 72 A5, Jb_rel8_32, Jb, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 72 A5, Jb_rel8_32, Jb, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 72 A5, Jb_rel8_32, Jb, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 72 A5, Jb_rel8_32, Jb, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

73 5A, Jae_rel8_16, Jae, 1, op0=nb16;0x804C co=1;1;0;0;0;0
73 A5, Jae_rel8_16, Jae, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 73 A5, Jae_rel8_16, Jae, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 73 A5, Jae_rel8_16, Jae, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 73 A5, Jae_rel8_16, Jae, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 73 5A, Jae_rel8_32, Jae, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 73 A5, Jae_rel8_32, Jae, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 73 A5, Jae_rel8_32, Jae, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 73 A5, Jae_rel8_32, Jae, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 73 A5, Jae_rel8_32, Jae, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

74 5A, Je_rel8_16, Je, 1, op0=nb16;0x804C co=1;1;0;0;0;0
74 A5, Je_rel8_16, Je, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 74 A5, Je_rel8_16, Je, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 74 A5, Je_rel8_16, Je, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 74 A5, Je_rel8_16, Je, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 74 5A, Je_rel8_32, Je, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 74 A5, Je_rel8_32, Je, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 74 A5, Je_rel8_32, Je, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 74 A5, Je_rel8_32, Je, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 74 A5, Je_rel8_32, Je, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

75 5A, Jne_rel8_16, Jne, 1, op0=nb16;0x804C co=1;1;0;0;0;0
75 A5, Jne_rel8_16, Jne, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 75 A5, Jne_rel8_16, Jne, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 75 A5, Jne_rel8_16, Jne, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 75 A5, Jne_rel8_16, Jne, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 75 5A, Jne_rel8_32, Jne, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 75 A5, Jne_rel8_32, Jne, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 75 A5, Jne_rel8_32, Jne, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 75 A5, Jne_rel8_32, Jne, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 75 A5, Jne_rel8_32, Jne, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

76 5A, Jbe_rel8_16, Jbe, 1, op0=nb16;0x804C co=1;1;0;0;0;0
76 A5, Jbe_rel8_16, Jbe, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 76 A5, Jbe_rel8_16, Jbe, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 76 A5, Jbe_rel8_16, Jbe, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 76 A5, Jbe_rel8_16, Jbe, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 76 5A, Jbe_rel8_32, Jbe, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 76 A5, Jbe_rel8_32, Jbe, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 76 A5, Jbe_rel8_32, Jbe, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 76 A5, Jbe_rel8_32, Jbe, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 76 A5, Jbe_rel8_32, Jbe, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

77 5A, Ja_rel8_16, Ja, 1, op0=nb16;0x804C co=1;1;0;0;0;0
77 A5, Ja_rel8_16, Ja, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 77 A5, Ja_rel8_16, Ja, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 77 A5, Ja_rel8_16, Ja, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 77 A5, Ja_rel8_16, Ja, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 77 5A, Ja_rel8_32, Ja, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 77 A5, Ja_rel8_32, Ja, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 77 A5, Ja_rel8_32, Ja, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 77 A5, Ja_rel8_32, Ja, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 77 A5, Ja_rel8_32, Ja, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

78 5A, Js_rel8_16, Js, 1, op0=nb16;0x804C co=1;1;0;0;0;0
78 A5, Js_rel8_16, Js, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 78 A5, Js_rel8_16, Js, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 78 A5, Js_rel8_16, Js, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 78 A5, Js_rel8_16, Js, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 78 5A, Js_rel8_32, Js, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 78 A5, Js_rel8_32, Js, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 78 A5, Js_rel8_32, Js, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 78 A5, Js_rel8_32, Js, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 78 A5, Js_rel8_32, Js, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

79 5A, Jns_rel8_16, Jns, 1, op0=nb16;0x804C co=1;1;0;0;0;0
79 A5, Jns_rel8_16, Jns, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 79 A5, Jns_rel8_16, Jns, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 79 A5, Jns_rel8_16, Jns, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 79 A5, Jns_rel8_16, Jns, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 79 5A, Jns_rel8_32, Jns, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 79 A5, Jns_rel8_32, Jns, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 79 A5, Jns_rel8_32, Jns, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 79 A5, Jns_rel8_32, Jns, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 79 A5, Jns_rel8_32, Jns, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

7A 5A, Jp_rel8_16, Jp, 1, op0=nb16;0x804C co=1;1;0;0;0;0
7A A5, Jp_rel8_16, Jp, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 7A A5, Jp_rel8_16, Jp, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 7A A5, Jp_rel8_16, Jp, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 7A A5, Jp_rel8_16, Jp, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 7A 5A, Jp_rel8_32, Jp, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 7A A5, Jp_rel8_32, Jp, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 7A A5, Jp_rel8_32, Jp, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 7A A5, Jp_rel8_32, Jp, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 7A A5, Jp_rel8_32, Jp, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

7B 5A, Jnp_rel8_16, Jnp, 1, op0=nb16;0x804C co=1;1;0;0;0;0
7B A5, Jnp_rel8_16, Jnp, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 7B A5, Jnp_rel8_16, Jnp, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 7B A5, Jnp_rel8_16, Jnp, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 7B A5, Jnp_rel8_16, Jnp, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 7B 5A, Jnp_rel8_32, Jnp, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 7B A5, Jnp_rel8_32, Jnp, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 7B A5, Jnp_rel8_32, Jnp, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 7B A5, Jnp_rel8_32, Jnp, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 7B A5, Jnp_rel8_32, Jnp, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

7C 5A, Jl_rel8_16, Jl, 1, op0=nb16;0x804C co=1;1;0;0;0;0
7C A5, Jl_rel8_16, Jl, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 7C A5, Jl_rel8_16, Jl, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 7C A5, Jl_rel8_16, Jl, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 7C A5, Jl_rel8_16, Jl, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 7C 5A, Jl_rel8_32, Jl, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 7C A5, Jl_rel8_32, Jl, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 7C A5, Jl_rel8_32, Jl, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 7C A5, Jl_rel8_32, Jl, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 7C A5, Jl_rel8_32, Jl, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

7D 5A, Jge_rel8_16, Jge, 1, op0=nb16;0x804C co=1;1;0;0;0;0
7D A5, Jge_rel8_16, Jge, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 7D A5, Jge_rel8_16, Jge, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 7D A5, Jge_rel8_16, Jge, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 7D A5, Jge_rel8_16, Jge, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 7D 5A, Jge_rel8_32, Jge, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 7D A5, Jge_rel8_32, Jge, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 7D A5, Jge_rel8_32, Jge, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 7D A5, Jge_rel8_32, Jge, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 7D A5, Jge_rel8_32, Jge, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

7E 5A, Jle_rel8_16, Jle, 1, op0=nb16;0x804C co=1;1;0;0;0;0
7E A5, Jle_rel8_16, Jle, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 7E A5, Jle_rel8_16, Jle, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 7E A5, Jle_rel8_16, Jle, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 7E A5, Jle_rel8_16, Jle, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 7E 5A, Jle_rel8_32, Jle, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 7E A5, Jle_rel8_32, Jle, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 7E A5, Jle_rel8_32, Jle, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 7E A5, Jle_rel8_32, Jle, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 7E A5, Jle_rel8_32, Jle, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

7F 5A, Jg_rel8_16, Jg, 1, op0=nb16;0x804C co=1;1;0;0;0;0
7F A5, Jg_rel8_16, Jg, 1, op0=nb16;0x7F97 co=1;1;0;0;0;0
2E 7F A5, Jg_rel8_16, Jg, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 cs:
3E 7F A5, Jg_rel8_16, Jg, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 ds:
F2 7F A5, Jg_rel8_16, Jg, 1, op0=nb16;0x7F98 co=2;1;0;0;0;0 repne

66 7F 5A, Jg_rel8_32, Jg, 1, op0=nb32;0x804D co=2;1;0;0;0;0
66 7F A5, Jg_rel8_32, Jg, 1, op0=nb32;0x7F98 co=2;1;0;0;0;0
2E 66 7F A5, Jg_rel8_32, Jg, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 cs:
3E 66 7F A5, Jg_rel8_32, Jg, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 ds:
66 F2 7F A5, Jg_rel8_32, Jg, 1, op0=nb32;0x7F99 co=3;1;0;0;0;0 repne

80 00 5A, Add_rm8_imm8, Add, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=2;1;0;0;0;0
F0 80 00 5A, Add_rm8_imm8, Add, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=3;1;0;0;0;0 lock
F0 F3 80 00 5A, Add_rm8_imm8, Add, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=4;1;0;0;0;0 lock xrelease repe
F0 F2 80 00 5A, Add_rm8_imm8, Add, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=4;1;0;0;0;0 lock xacquire repne
80 C1 5A, Add_rm8_imm8, Add, 2, op0=r;cl op1=i8;0x5A co=2;1;0;0;0;0
F0 80 C1 5A, INVALID, INVALID, 0, code=Add_rm8_imm8

80 08 A5, Or_rm8_imm8, Or, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=2;1;0;0;0;0
F0 80 08 A5, Or_rm8_imm8, Or, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=3;1;0;0;0;0 lock
F0 F3 80 08 A5, Or_rm8_imm8, Or, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=4;1;0;0;0;0 lock xrelease repe
F0 F2 80 08 A5, Or_rm8_imm8, Or, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=4;1;0;0;0;0 lock xacquire repne
80 CA A5, Or_rm8_imm8, Or, 2, op0=r;dl op1=i8;0xA5 co=2;1;0;0;0;0
F0 80 CA A5, INVALID, INVALID, 0, code=Or_rm8_imm8

80 10 5A, Adc_rm8_imm8, Adc, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=2;1;0;0;0;0
F0 80 10 5A, Adc_rm8_imm8, Adc, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=3;1;0;0;0;0 lock
F0 F3 80 10 5A, Adc_rm8_imm8, Adc, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=4;1;0;0;0;0 lock xrelease repe
F0 F2 80 10 5A, Adc_rm8_imm8, Adc, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=4;1;0;0;0;0 lock xacquire repne
80 D3 5A, Adc_rm8_imm8, Adc, 2, op0=r;bl op1=i8;0x5A co=2;1;0;0;0;0
F0 80 D3 5A, INVALID, INVALID, 0, code=Adc_rm8_imm8

80 18 A5, Sbb_rm8_imm8, Sbb, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=2;1;0;0;0;0
F0 80 18 A5, Sbb_rm8_imm8, Sbb, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=3;1;0;0;0;0 lock
F0 F3 80 18 A5, Sbb_rm8_imm8, Sbb, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=4;1;0;0;0;0 lock xrelease repe
F0 F2 80 18 A5, Sbb_rm8_imm8, Sbb, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=4;1;0;0;0;0 lock xacquire repne
80 DC A5, Sbb_rm8_imm8, Sbb, 2, op0=r;ah op1=i8;0xA5 co=2;1;0;0;0;0
F0 80 DC A5, INVALID, INVALID, 0, code=Sbb_rm8_imm8

80 20 5A, And_rm8_imm8, And, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=2;1;0;0;0;0
F0 80 20 5A, And_rm8_imm8, And, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=3;1;0;0;0;0 lock
F0 F3 80 20 5A, And_rm8_imm8, And, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=4;1;0;0;0;0 lock xrelease repe
F0 F2 80 20 5A, And_rm8_imm8, And, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=4;1;0;0;0;0 lock xacquire repne
80 E5 5A, And_rm8_imm8, And, 2, op0=r;ch op1=i8;0x5A co=2;1;0;0;0;0
F0 80 E5 5A, INVALID, INVALID, 0, code=And_rm8_imm8

80 28 A5, Sub_rm8_imm8, Sub, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=2;1;0;0;0;0
F0 80 28 A5, Sub_rm8_imm8, Sub, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=3;1;0;0;0;0 lock
F0 F3 80 28 A5, Sub_rm8_imm8, Sub, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=4;1;0;0;0;0 lock xrelease repe
F0 F2 80 28 A5, Sub_rm8_imm8, Sub, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0xA5 co=4;1;0;0;0;0 lock xacquire repne
80 EE A5, Sub_rm8_imm8, Sub, 2, op0=r;dh op1=i8;0xA5 co=2;1;0;0;0;0
F0 80 EE A5, INVALID, INVALID, 0, code=Sub_rm8_imm8

80 30 5A, Xor_rm8_imm8, Xor, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=2;1;0;0;0;0
F0 80 30 5A, Xor_rm8_imm8, Xor, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=3;1;0;0;0;0 lock
F0 F3 80 30 5A, Xor_rm8_imm8, Xor, 2, op0=m;ds;bx;si;1;0;0;UInt8 op1=i8;0x5A co=4;1;0;0;0;0 lock xrelease repe
