# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# ⚠️This file was generated by GENERATOR!🦹‍♂️

INVALID, INVALID, Unknown, Unknown, legacy, , legacy, 00, <invalid>, <invalid>, no-instr 16 32 64 cpl0 cpl1 cpl2 cpl3 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_r8_rm8, And, UInt8, Unknown, legacy, , legacy, 22, 22 /r, AND r8| r/m8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r8_reg;r8_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_r16_rm16, And, UInt16, Unknown, legacy, , legacy, 23, o16 23 /r, AND r16| r/m16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;r16_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_r32_rm32, And, UInt32, Unknown, legacy, , legacy, 23, o32 23 /r, AND r32| r/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_reg;r32_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_r64_rm64, And, UInt64, Unknown, legacy, , legacy, 23, o64 23 /r, AND r64| r/m64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;r64_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_AL_imm8, And, Unknown, Unknown, legacy, , legacy, 24, 24 ib, AND AL| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=al;imm8 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_AX_imm16, And, Unknown, Unknown, legacy, , legacy, 25, o16 25 iw, AND AX| imm16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=ax;imm16 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_EAX_imm32, And, Unknown, Unknown, legacy, , legacy, 25, o32 25 id, AND EAX| imm32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=eax;imm32 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
And_RAX_imm32, And, Unknown, Unknown, legacy, , legacy, 25, o64 25 id, AND RAX| imm32, 64 cpl0 cpl1 cpl2 cpl3 o64 op=rax;imm32sex64 intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Daa, Daa, Unknown, Unknown, legacy, , legacy, 27, 27, DAA, 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_rm8_r8, Sub, UInt8, Unknown, legacy, , legacy, 28, 28 /r, SUB r/m8| r8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r8_or_mem;r8_reg lock xacquire xrelease intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_rm16_r16, Sub, UInt16, Unknown, legacy, , legacy, 29, o16 29 /r, SUB r/m16| r16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_or_mem;r16_reg lock xacquire xrelease intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_rm32_r32, Sub, UInt32, Unknown, legacy, , legacy, 29, o32 29 /r, SUB r/m32| r32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_or_mem;r32_reg lock xacquire xrelease intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_rm64_r64, Sub, UInt64, Unknown, legacy, , legacy, 29, o64 29 /r, SUB r/m64| r64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_or_mem;r64_reg lock xacquire xrelease intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_r8_rm8, Sub, UInt8, Unknown, legacy, , legacy, 2A, 2A /r, SUB r8| r/m8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r8_reg;r8_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_r16_rm16, Sub, UInt16, Unknown, legacy, , legacy, 2B, o16 2B /r, SUB r16| r/m16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;r16_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_r32_rm32, Sub, UInt32, Unknown, legacy, , legacy, 2B, o32 2B /r, SUB r32| r/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_reg;r32_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_r64_rm64, Sub, UInt64, Unknown, legacy, , legacy, 2B, o64 2B /r, SUB r64| r/m64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;r64_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_AL_imm8, Sub, Unknown, Unknown, legacy, , legacy, 2C, 2C ib, SUB AL| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=al;imm8 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_AX_imm16, Sub, Unknown, Unknown, legacy, , legacy, 2D, o16 2D iw, SUB AX| imm16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=ax;imm16 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_EAX_imm32, Sub, Unknown, Unknown, legacy, , legacy, 2D, o32 2D id, SUB EAX| imm32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=eax;imm32 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sub_RAX_imm32, Sub, Unknown, Unknown, legacy, , legacy, 2D, o64 2D id, SUB RAX| imm32, 64 cpl0 cpl1 cpl2 cpl3 o64 op=rax;imm32sex64 intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Das, Das, Unknown, Unknown, legacy, , legacy, 2F, 2F, DAS, 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_rm8_r8, Xor, UInt8, Unknown, legacy, , legacy, 30, 30 /r, XOR r/m8| r8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r8_or_mem;r8_reg lock xacquire xrelease intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_rm16_r16, Xor, UInt16, Unknown, legacy, , legacy, 31, o16 31 /r, XOR r/m16| r16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_or_mem;r16_reg lock xacquire xrelease intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_rm32_r32, Xor, UInt32, Unknown, legacy, , legacy, 31, o32 31 /r, XOR r/m32| r32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_or_mem;r32_reg lock xacquire xrelease intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_rm64_r64, Xor, UInt64, Unknown, legacy, , legacy, 31, o64 31 /r, XOR r/m64| r64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_or_mem;r64_reg lock xacquire xrelease intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_r8_rm8, Xor, UInt8, Unknown, legacy, , legacy, 32, 32 /r, XOR r8| r/m8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r8_reg;r8_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_r16_rm16, Xor, UInt16, Unknown, legacy, , legacy, 33, o16 33 /r, XOR r16| r/m16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;r16_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_r32_rm32, Xor, UInt32, Unknown, legacy, , legacy, 33, o32 33 /r, XOR r32| r/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_reg;r32_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_r64_rm64, Xor, UInt64, Unknown, legacy, , legacy, 33, o64 33 /r, XOR r64| r/m64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;r64_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_AL_imm8, Xor, Unknown, Unknown, legacy, , legacy, 34, 34 ib, XOR AL| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=al;imm8 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_AX_imm16, Xor, Unknown, Unknown, legacy, , legacy, 35, o16 35 iw, XOR AX| imm16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=ax;imm16 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_EAX_imm32, Xor, Unknown, Unknown, legacy, , legacy, 35, o32 35 id, XOR EAX| imm32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=eax;imm32 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Xor_RAX_imm32, Xor, Unknown, Unknown, legacy, , legacy, 35, o64 35 id, XOR RAX| imm32, 64 cpl0 cpl1 cpl2 cpl3 o64 op=rax;imm32sex64 intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Aaa, Aaa, Unknown, Unknown, legacy, , legacy, 37, 37, AAA, 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_rm8_r8, Cmp, UInt8, Unknown, legacy, , legacy, 38, 38 /r, CMP r/m8| r8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r8_or_mem;r8_reg intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_rm16_r16, Cmp, UInt16, Unknown, legacy, , legacy, 39, o16 39 /r, CMP r/m16| r16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_or_mem;r16_reg intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_rm32_r32, Cmp, UInt32, Unknown, legacy, , legacy, 39, o32 39 /r, CMP r/m32| r32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_or_mem;r32_reg intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_rm64_r64, Cmp, UInt64, Unknown, legacy, , legacy, 39, o64 39 /r, CMP r/m64| r64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_or_mem;r64_reg intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_r8_rm8, Cmp, UInt8, Unknown, legacy, , legacy, 3A, 3A /r, CMP r8| r/m8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r8_reg;r8_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_r16_rm16, Cmp, UInt16, Unknown, legacy, , legacy, 3B, o16 3B /r, CMP r16| r/m16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;r16_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_r32_rm32, Cmp, UInt32, Unknown, legacy, , legacy, 3B, o32 3B /r, CMP r32| r/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_reg;r32_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_r64_rm64, Cmp, UInt64, Unknown, legacy, , legacy, 3B, o64 3B /r, CMP r64| r/m64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;r64_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_AL_imm8, Cmp, Unknown, Unknown, legacy, , legacy, 3C, 3C ib, CMP AL| imm8, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=al;imm8 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_AX_imm16, Cmp, Unknown, Unknown, legacy, , legacy, 3D, o16 3D iw, CMP AX| imm16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=ax;imm16 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_EAX_imm32, Cmp, Unknown, Unknown, legacy, , legacy, 3D, o32 3D id, CMP EAX| imm32, 16 32 64 cpl0 cpl1 cpl2 cpl3 o32 op=eax;imm32 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Cmp_RAX_imm32, Cmp, Unknown, Unknown, legacy, , legacy, 3D, o64 3D id, CMP RAX| imm32, 64 cpl0 cpl1 cpl2 cpl3 o64 op=rax;imm32sex64 intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Aas, Aas, Unknown, Unknown, legacy, , legacy, 3F, 3F, AAS, 16 32 cpl0 cpl1 cpl2 cpl3 intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Inc_r16, Inc, Unknown, Unknown, legacy, , legacy, 40, o16 40+rw, INC r16, 16 32 cpl0 cpl1 cpl2 cpl3 o16 op=r16_opcode intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Inc_r32, Inc, Unknown, Unknown, legacy, , legacy, 40, o32 40+rd, INC r32, 16 32 cpl0 cpl1 cpl2 cpl3 o32 op=r32_opcode intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Dec_r16, Dec, Unknown, Unknown, legacy, , legacy, 48, o16 48+rw, DEC r16, 16 32 cpl0 cpl1 cpl2 cpl3 o16 op=r16_opcode intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Dec_r32, Dec, Unknown, Unknown, legacy, , legacy, 48, o32 48+rd, DEC r32, 16 32 cpl0 cpl1 cpl2 cpl3 o32 op=r32_opcode intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Push_r16, Push, Unknown, Unknown, legacy, , legacy, 50, o16 50+rw, PUSH r16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_opcode stack intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Push_r32, Push, Unknown, Unknown, legacy, , legacy, 50, o32 50+rd, PUSH r32, 16 32 cpl0 cpl1 cpl2 cpl3 o32 op=r32_opcode stack intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Push_r64, Push, Unknown, Unknown, legacy, , legacy, 50, o64 50+ro, PUSH r64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_opcode stack intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam do64
Pop_r16, Pop, Unknown, Unknown, legacy, , legacy, 58, o16 58+rw, POP r16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_opcode stack intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pop_r32, Pop, Unknown, Unknown, legacy, , legacy, 58, o32 58+rd, POP r32, 16 32 cpl0 cpl1 cpl2 cpl3 o32 op=r32_opcode stack intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pop_r64, Pop, Unknown, Unknown, legacy, , legacy, 58, o64 58+ro, POP r64, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_opcode stack intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam do64
Pushaw, Pusha, Unknown, Unknown, legacy, , legacy, 60, o16 60, PUSHA, 16 32 cpl0 cpl1 cpl2 cpl3 o16 stack intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pushad, Pushad, Unknown, Unknown, legacy, , legacy, 60, o32 60, PUSHAD, 16 32 cpl0 cpl1 cpl2 cpl3 o32 stack intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Popaw, Popa, Unknown, Unknown, legacy, , legacy, 61, o16 61, POPA, 16 32 cpl0 cpl1 cpl2 cpl3 o16 stack intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Popad, Popad, Unknown, Unknown, legacy, , legacy, 61, o32 61, POPAD, 16 32 cpl0 cpl1 cpl2 cpl3 o32 stack intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Bound_r16_m1616, Bound, Bound16_WordWord, Unknown, legacy, , legacy, 62, o16 62 /r, BOUND r16| m16&16, 16 32 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam intel-may-vm-exit amd-may-vm-exit tsx-impl-abort
Bound_r32_m3232, Bound, Bound32_DwordDword, Unknown, legacy, , legacy, 62, o32 62 /r, BOUND r32| m32&32, 16 32 cpl0 cpl1 cpl2 cpl3 o32 op=r32_reg;mem intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam intel-may-vm-exit amd-may-vm-exit tsx-impl-abort
Arpl_rm16_r16, Arpl, UInt16, Unknown, legacy, , legacy, 63, o16 63 /r, ARPL r/m16| r16, 16 32 cpl0 cpl1 cpl2 cpl3 o16 op=r16_or_mem;r16_reg intel16 intel32 amd16 amd32 pm cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Arpl_r32m16_r32, Arpl, UInt16, Unknown, legacy, , legacy, 63, o32 63 /r, ARPL r32/m16| r32, 16 32 cpl0 cpl1 cpl2 cpl3 o32 op=r32_or_mem;r32_reg intel16 intel32 amd16 amd32 pm cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Movsxd_r16_rm16, Movsxd, Int16, Unknown, legacy, , legacy, 63, o16 63 /r, MOVSXD r16| r/m16, 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;r16_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Movsxd_r32_rm32, Movsxd, Int32, Unknown, legacy, , legacy, 63, o32 63 /r, MOVSXD r32| r/m32, 64 cpl0 cpl1 cpl2 cpl3 o32 op=r32_reg;r32_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Movsxd_r64_rm32, Movsxd, Int32, Unknown, legacy, , legacy, 63, o64 63 /r, MOVSXD r64| r/m32, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;r32_or_mem intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Push_imm16, Push, Unknown, Unknown, legacy, , legacy, 68, o16 68 iw, PUSH imm16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=imm16 stack intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pushd_imm32, Push, Unknown, Unknown, legacy, , legacy, 68, o32 68 id, PUSH imm32, 16 32 cpl0 cpl1 cpl2 cpl3 o32 op=imm32 stack intel16 intel32 amd16 amd32 rm pm v86 cm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Pushq_imm32, Push, Unknown, Unknown, legacy, , legacy, 68, o64 68 id, PUSH imm32, 64 cpl0 cpl1 cpl2 cpl3 o64 op=imm32sex64 stack intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam do64
Imul_r16_rm16_imm16, Imul, Int16, Unknown, legacy, , legacy, 69, o16 69 /r iw, IMUL r16| r/m16| imm16, 16 32 64 cpl0 cpl1 cpl2 cpl3 o16 op=r16_reg;r16_or_mem;imm16 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
