# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

00 CE, Add_rm8_r8
66 D3 C1, Rol_rm16_CL
66 D3 00, Rol_rm16_CL
D3 C1, Rol_rm32_CL
D3 00, Rol_rm32_CL
48 D3 C1, Rol_rm64_CL
48 D3 00, Rol_rm64_CL
66 D3 CA, Ror_rm16_CL
66 D3 08, Ror_rm16_CL
D3 CA, Ror_rm32_CL
D3 08, Ror_rm32_CL
48 D3 CA, Ror_rm64_CL
48 D3 08, Ror_rm64_CL
66 D3 D3, Rcl_rm16_CL
66 D3 10, Rcl_rm16_CL
D3 D3, Rcl_rm32_CL
D3 10, Rcl_rm32_CL
48 D3 D3, Rcl_rm64_CL
48 D3 10, Rcl_rm64_CL
66 D3 DC, Rcr_rm16_CL
66 D3 18, Rcr_rm16_CL
D3 DC, Rcr_rm32_CL
D3 18, Rcr_rm32_CL
48 D3 DC, Rcr_rm64_CL
48 D3 18, Rcr_rm64_CL
66 D3 E5, Shl_rm16_CL
66 D3 20, Shl_rm16_CL
D3 E5, Shl_rm32_CL
D3 20, Shl_rm32_CL
48 D3 E5, Shl_rm64_CL
48 D3 20, Shl_rm64_CL
66 D3 EE, Shr_rm16_CL
66 D3 28, Shr_rm16_CL
D3 EE, Shr_rm32_CL
D3 28, Shr_rm32_CL
48 D3 EE, Shr_rm64_CL
48 D3 28, Shr_rm64_CL
66 D3 F8, Sar_rm16_CL
66 D3 38, Sar_rm16_CL
D3 F8, Sar_rm32_CL
D3 38, Sar_rm32_CL
49 D3 F8, Sar_rm64_CL
48 D3 38, Sar_rm64_CL
D7, Xlat_m8
D8 00, Fadd_m32fp
D8 08, Fmul_m32fp
D8 10, Fcom_m32fp
D8 18, Fcomp_m32fp
D8 20, Fsub_m32fp
D8 28, Fsubr_m32fp
D8 30, Fdiv_m32fp
D8 38, Fdivr_m32fp
D8 C3, Fadd_st0_sti
D8 CB, Fmul_st0_sti
D8 D3, Fcom_st0_sti
D8 DB, Fcomp_st0_sti
D8 E3, Fsub_st0_sti
D8 EB, Fsubr_st0_sti
D8 F3, Fdiv_st0_sti
D8 FB, Fdivr_st0_sti
D9 00, Fld_m32fp
D9 10, Fst_m32fp
D9 18, Fstp_m32fp
66 D9 20, Fldenv_m14byte
D9 20, Fldenv_m28byte
D9 28, Fldcw_m2byte
66 D9 30, Fnstenv_m14byte
D9 30, Fnstenv_m28byte
D9 38, Fnstcw_m2byte
D9 C3, Fld_sti
D9 CB, Fxch_st0_sti
D9 D0, Fnop
D9 E0, Fchs
D9 E1, Fabs
D9 E4, Ftst
D9 E5, Fxam
D9 E8, Fld1
D9 E9, Fldl2t
D9 EA, Fldl2e
D9 EB, Fldpi
D9 EC, Fldlg2
D9 ED, Fldln2
D9 EE, Fldz
D9 F0, F2xm1
D9 F1, Fyl2x
D9 F2, Fptan
D9 F3, Fpatan
D9 F4, Fxtract
D9 F5, Fprem1
D9 F6, Fdecstp
D9 F7, Fincstp
D9 F8, Fprem
D9 F9, Fyl2xp1
D9 FA, Fsqrt
D9 FB, Fsincos
D9 FC, Frndint
D9 FD, Fscale
D9 FE, Fsin
D9 FF, Fcos
DA 00, Fiadd_m32int
DA 08, Fimul_m32int
DA 10, Ficom_m32int
DA 18, Ficomp_m32int
DA 20, Fisub_m32int
DA 28, Fisubr_m32int
DA 30, Fidiv_m32int
DA 38, Fidivr_m32int
DA C3, Fcmovb_st0_sti
DA CB, Fcmove_st0_sti
DA D3, Fcmovbe_st0_sti
DA DB, Fcmovu_st0_sti
DA E9, Fucompp
DB 00, Fild_m32int
DB 08, Fisttp_m32int
DB 10, Fist_m32int
DB 18, Fistp_m32int
DB 28, Fld_m80fp
DB 38, Fstp_m80fp
DB C3, Fcmovnb_st0_sti
DB CB, Fcmovne_st0_sti
DB D3, Fcmovnbe_st0_sti
DB DB, Fcmovnu_st0_sti
DB E2, Fnclex
DB E3, Fninit
DB EB, Fucomi_st0_sti
DB F3, Fcomi_st0_sti
DC 00, Fadd_m64fp
DC 08, Fmul_m64fp
DC 10, Fcom_m64fp
DC 18, Fcomp_m64fp
DC 20, Fsub_m64fp
DC 28, Fsubr_m64fp
DC 30, Fdiv_m64fp
DC 38, Fdivr_m64fp
DC C3, Fadd_sti_st0
DC CB, Fmul_sti_st0
DC E3, Fsubr_sti_st0
DC EB, Fsub_sti_st0
DC F3, Fdivr_sti_st0
DC FB, Fdiv_sti_st0
DD 00, Fld_m64fp
DD 08, Fisttp_m64int
DD 10, Fst_m64fp
DD 18, Fstp_m64fp
66 DD 20, Frstor_m94byte
DD 20, Frstor_m108byte
66 DD 30, Fnsave_m94byte
DD 30, Fnsave_m108byte
DD 38, Fnstsw_m2byte
DD C3, Ffree_sti
DD D3, Fst_sti
DD DB, Fstp_sti
DD E3, Fucom_st0_sti
DD EB, Fucomp_st0_sti
DE 00, Fiadd_m16int
DE 08, Fimul_m16int
DE 10, Ficom_m16int
DE 18, Ficomp_m16int
DE 20, Fisub_m16int
DE 28, Fisubr_m16int
DE 30, Fidiv_m16int
DE 38, Fidivr_m16int
DE C3, Faddp_sti_st0
DE CB, Fmulp_sti_st0
DE D9, Fcompp
DE E3, Fsubrp_sti_st0
DE EB, Fsubp_sti_st0
DE F3, Fdivrp_sti_st0
DE FB, Fdivp_sti_st0
DF 00, Fild_m16int
DF 08, Fisttp_m16int
DF 10, Fist_m16int
DF 18, Fistp_m16int
DF 20, Fbld_m80bcd
DF 28, Fild_m64int
DF 30, Fbstp_m80bcd
DF 38, Fistp_m64int
DF E0, Fnstsw_AX
DF EB, Fucomip_st0_sti
DF F3, Fcomip_st0_sti
66 67 E0 5A, Loopne_rel8_16_ECX, AMD
67 E0 5A, Loopne_rel8_64_ECX
66 E0 5A, Loopne_rel8_16_RCX, AMD
E0 5A, Loopne_rel8_64_RCX
66 67 E1 5A, Loope_rel8_16_ECX, AMD
67 E1 5A, Loope_rel8_64_ECX
66 E1 5A, Loope_rel8_16_RCX, AMD
E1 5A, Loope_rel8_64_RCX
66 67 E2 5A, Loop_rel8_16_ECX, AMD
67 E2 5A, Loop_rel8_64_ECX
66 E2 5A, Loop_rel8_16_RCX, AMD
E2 5A, Loop_rel8_64_RCX
66 67 E3 5A, Jecxz_rel8_16, AMD
67 E3 5A, Jecxz_rel8_64
66 E3 5A, Jrcxz_rel8_16, AMD
E3 5A, Jrcxz_rel8_64
E4 5A, In_AL_imm8
66 E5 5A, In_AX_imm8
E5 5A, In_EAX_imm8
E6 5A, Out_imm8_AL
66 E7 5A, Out_imm8_AX
E7 5A, Out_imm8_EAX
E8 12345AA5, Call_rel32_64
E9 12345AA5, Jmp_rel32_64
EB 5A, Jmp_rel8_64
EC, In_AL_DX
66 ED, In_AX_DX
ED, In_EAX_DX
EE, Out_DX_AL
66 EF, Out_DX_AX
EF, Out_DX_EAX
F1, Int1
F4, Hlt
F5, Cmc
F6 C1 5A, Test_rm8_imm8
F6 00 5A, Test_rm8_imm8
F6 D1, Not_rm8
F6 10, Not_rm8
F6 DE, Neg_rm8
F6 18, Neg_rm8
F6 E5, Mul_rm8
F6 20, Mul_rm8
F6 EE, Imul_rm8
F6 28, Imul_rm8
F6 F7, Div_rm8
F6 30, Div_rm8
F6 F8, Idiv_rm8
F6 38, Idiv_rm8
66 F7 C1 5AA5, Test_rm16_imm16
66 F7 00 5AA5, Test_rm16_imm16
F7 C1 5AA51234, Test_rm32_imm32
F7 00 5AA51234, Test_rm32_imm32
48 F7 C1 5AA51284, Test_rm64_imm32
48 F7 00 5AA51284, Test_rm64_imm32
66 F7 D1, Not_rm16
66 F7 10, Not_rm16
F7 D1, Not_rm32
F7 10, Not_rm32
48 F7 D1, Not_rm64
48 F7 10, Not_rm64
66 F7 DE, Neg_rm16
66 F7 18, Neg_rm16
F7 DE, Neg_rm32
F7 18, Neg_rm32
48 F7 DE, Neg_rm64
48 F7 18, Neg_rm64
66 F7 E5, Mul_rm16
66 F7 20, Mul_rm16
F7 E5, Mul_rm32
F7 20, Mul_rm32
48 F7 E5, Mul_rm64
48 F7 20, Mul_rm64
66 F7 EE, Imul_rm16
66 F7 28, Imul_rm16
F7 EE, Imul_rm32
F7 28, Imul_rm32
48 F7 EE, Imul_rm64
48 F7 28, Imul_rm64
66 F7 F7, Div_rm16
66 F7 30, Div_rm16
F7 F7, Div_rm32
F7 30, Div_rm32
48 F7 F7, Div_rm64
48 F7 30, Div_rm64
66 F7 F8, Idiv_rm16
66 F7 38, Idiv_rm16
F7 F8, Idiv_rm32
F7 38, Idiv_rm32
49 F7 F8, Idiv_rm64
48 F7 38, Idiv_rm64
F8, Clc
F9, Stc
FA, Cli
FB, Sti
FC, Cld
FD, Std
FE C1, Inc_rm8
FE 00, Inc_rm8
FE CE, Dec_rm8
FE 08, Dec_rm8
66 FF C1, Inc_rm16
66 FF 00, Inc_rm16
FF C1, Inc_rm32
FF 00, Inc_rm32
48 FF C1, Inc_rm64
48 FF 00, Inc_rm64
66 FF CE, Dec_rm16
66 FF 08, Dec_rm16
FF CE, Dec_rm32
FF 08, Dec_rm32
48 FF CE, Dec_rm64
48 FF 08, Dec_rm64
FF D1, Call_rm64
FF 10, Call_rm64
66 FF 18, Call_m1616
FF 18, Call_m1632
48 FF 18, Call_m1664
FF E6, Jmp_rm64
FF 20, Jmp_rm64
66 FF 28, Jmp_m1616
FF 28, Jmp_m1632
48 FF 28, Jmp_m1664
66 FF F6, Push_rm16
66 FF 30, Push_rm16
FF F6, Push_rm64
FF 30, Push_rm64
66 0F00 C1, Sldt_rm16
66 0F00 00, Sldt_rm16
0F00 C1, Sldt_r32m16
0F00 00, Sldt_r32m16
48 0F00 C1, Sldt_r64m16
48 0F00 00, Sldt_r64m16
66 0F00 CA, Str_rm16
66 0F00 08, Str_rm16
0F00 CA, Str_r32m16
0F00 08, Str_r32m16
48 0F00 CA, Str_r64m16
48 0F00 08, Str_r64m16
66 0F00 D3, Lldt_rm16
66 0F00 10, Lldt_rm16
0F00 D3, Lldt_r32m16
0F00 10, Lldt_r32m16
48 0F00 D3, Lldt_r64m16
48 0F00 10, Lldt_r64m16
66 0F00 DC, Ltr_rm16
66 0F00 18, Ltr_rm16
0F00 DC, Ltr_r32m16
0F00 18, Ltr_r32m16
48 0F00 DC, Ltr_r64m16
48 0F00 18, Ltr_r64m16
66 0F00 E5, Verr_rm16
66 0F00 20, Verr_rm16
0F00 E5, Verr_r32m16
0F00 20, Verr_r32m16
48 0F00 E5, Verr_r64m16
48 0F00 20, Verr_r64m16
66 0F00 EE, Verw_rm16
66 0F00 28, Verw_rm16
0F00 EE, Verw_r32m16
0F00 28, Verw_r32m16
48 0F00 EE, Verw_r64m16
48 0F00 28, Verw_r64m16
0F01 00, Sgdt_m1664
0F01 08, Sidt_m1664
0F01 10, Lgdt_m1664
0F01 18, Lidt_m1664
66 0F01 E5, Smsw_rm16
66 0F01 20, Smsw_rm16
0F01 E5, Smsw_r32m16
0F01 20, Smsw_r32m16
48 0F01 E5, Smsw_r64m16
48 0F01 20, Smsw_r64m16
66 0F01 F6, Lmsw_rm16
66 0F01 30, Lmsw_rm16
0F01 F6, Lmsw_r32m16
0F01 30, Lmsw_r32m16
48 0F01 F6, Lmsw_r64m16
48 0F01 30, Lmsw_r64m16
0F01 38, Invlpg_m
0F01 C0, Enclv
0F01 C1, Vmcall
0F01 C2, Vmlaunch
0F01 C3, Vmresume
0F01 C4, Vmxoff
0F01 C8, Monitorq
0F01 C9, Mwait
0F01 CA, Clac
0F01 CB, Stac
0F01 CF, Encls
0F01 D0, Xgetbv
0F01 D1, Xsetbv
0F01 D4, Vmfunc
0F01 D5, Xend
0F01 D6, Xtest
0F01 D7, Enclu
0F01 EE, Rdpkru
0F01 EF, Wrpkru
0F01 F8, Swapgs
0F01 F9, Rdtscp
66 0F02 CE, Lar_r16_rm16
66 0F02 18, Lar_r16_rm16
0F02 CE, Lar_r32_r32m16
0F02 18, Lar_r32_r32m16
48 0F02 CE, Lar_r64_r64m16
48 0F02 18, Lar_r64_r64m16
66 0F03 CE, Lsl_r16_rm16
66 0F03 18, Lsl_r16_rm16
0F03 CE, Lsl_r32_r32m16
0F03 18, Lsl_r32_r32m16
48 0F03 CE, Lsl_r64_r64m16
48 0F03 18, Lsl_r64_r64m16
0F05, Syscall
0F06, Clts
0F07, Sysretd
48 0F07, Sysretq
0F08, Invd
0F09, Wbinvd
0F0B, Ud2
0F0D 08, Prefetchw_m8
0F0D 10, Prefetchwt1_m8
0F10 CD, Movups_xmm_xmmm128
0F10 08, Movups_xmm_xmmm128
C5F8 10 CD, VEX_Vmovups_xmm_xmmm128
C5F8 10 10, VEX_Vmovups_xmm_xmmm128
C5FC 10 CD, VEX_Vmovups_ymm_ymmm256
C5FC 10 10, VEX_Vmovups_ymm_ymmm256
62 F17C08 10 D3, EVEX_Vmovups_xmm_k1z_xmmm128
62 F17C08 10 50 01, EVEX_Vmovups_xmm_k1z_xmmm128
62 F17C28 10 D3, EVEX_Vmovups_ymm_k1z_ymmm256
62 F17C28 10 50 01, EVEX_Vmovups_ymm_k1z_ymmm256
62 F17C48 10 D3, EVEX_Vmovups_zmm_k1z_zmmm512
62 F17C48 10 50 01, EVEX_Vmovups_zmm_k1z_zmmm512
66 0F10 CD, Movupd_xmm_xmmm128
66 0F10 08, Movupd_xmm_xmmm128
C5F9 10 CD, VEX_Vmovupd_xmm_xmmm128
C5F9 10 10, VEX_Vmovupd_xmm_xmmm128
C5FD 10 CD, VEX_Vmovupd_ymm_ymmm256
C5FD 10 10, VEX_Vmovupd_ymm_ymmm256
62 F1FD08 10 D3, EVEX_Vmovupd_xmm_k1z_xmmm128
62 F1FD08 10 50 01, EVEX_Vmovupd_xmm_k1z_xmmm128
62 F1FD28 10 D3, EVEX_Vmovupd_ymm_k1z_ymmm256
62 F1FD28 10 50 01, EVEX_Vmovupd_ymm_k1z_ymmm256
62 F1FD48 10 D3, EVEX_Vmovupd_zmm_k1z_zmmm512
62 F1FD48 10 50 01, EVEX_Vmovupd_zmm_k1z_zmmm512
F3 0F10 CD, Movss_xmm_xmmm32
F3 0F10 08, Movss_xmm_xmmm32
C5CA 10 CD, VEX_Vmovss_xmm_xmm_xmm
C5FA 10 10, VEX_Vmovss_xmm_m32
62 F14E08 10 D3, EVEX_Vmovss_xmm_k1z_xmm_xmm
62 F17E08 10 50 01, EVEX_Vmovss_xmm_k1z_m32
F2 0F10 CD, Movsd_xmm_xmmm64
F2 0F10 08, Movsd_xmm_xmmm64
C5CB 10 CD, VEX_Vmovsd_xmm_xmm_xmm
C5FB 10 10, VEX_Vmovsd_xmm_m64
62 F1CF08 10 D3, EVEX_Vmovsd_xmm_k1z_xmm_xmm
62 F1FF08 10 50 01, EVEX_Vmovsd_xmm_k1z_m64
0F11 CD, Movups_xmmm128_xmm
0F11 08, Movups_xmmm128_xmm
C5F8 11 CD, VEX_Vmovups_xmmm128_xmm
C5F8 11 10, VEX_Vmovups_xmmm128_xmm
C5FC 11 CD, VEX_Vmovups_ymmm256_ymm
C5FC 11 10, VEX_Vmovups_ymmm256_ymm
62 F17C08 11 D3, EVEX_Vmovups_xmmm128_k1z_xmm
62 F17C08 11 50 01, EVEX_Vmovups_xmmm128_k1z_xmm
62 F17C28 11 D3, EVEX_Vmovups_ymmm256_k1z_ymm
62 F17C28 11 50 01, EVEX_Vmovups_ymmm256_k1z_ymm
62 F17C48 11 D3, EVEX_Vmovups_zmmm512_k1z_zmm
62 F17C48 11 50 01, EVEX_Vmovups_zmmm512_k1z_zmm
66 0F11 CD, Movupd_xmmm128_xmm
66 0F11 08, Movupd_xmmm128_xmm
C5F9 11 CD, VEX_Vmovupd_xmmm128_xmm
C5F9 11 10, VEX_Vmovupd_xmmm128_xmm
C5FD 11 CD, VEX_Vmovupd_ymmm256_ymm
C5FD 11 10, VEX_Vmovupd_ymmm256_ymm
62 F1FD08 11 D3, EVEX_Vmovupd_xmmm128_k1z_xmm
62 F1FD08 11 50 01, EVEX_Vmovupd_xmmm128_k1z_xmm
62 F1FD28 11 D3, EVEX_Vmovupd_ymmm256_k1z_ymm
62 F1FD28 11 50 01, EVEX_Vmovupd_ymmm256_k1z_ymm
62 F1FD48 11 D3, EVEX_Vmovupd_zmmm512_k1z_zmm
62 F1FD48 11 50 01, EVEX_Vmovupd_zmmm512_k1z_zmm
F3 0F11 CD, Movss_xmmm32_xmm
F3 0F11 08, Movss_xmmm32_xmm
C5CA 11 CD, VEX_Vmovss_xmm_xmm_xmm_0F11
C5FA 11 10, VEX_Vmovss_m32_xmm
62 F14E08 11 D3, EVEX_Vmovss_xmm_k1z_xmm_xmm_0F11
62 F17E08 11 50 01, EVEX_Vmovss_m32_k1_xmm
F2 0F11 CD, Movsd_xmmm64_xmm
F2 0F11 08, Movsd_xmmm64_xmm
C5CB 11 CD, VEX_Vmovsd_xmm_xmm_xmm_0F11
C5FB 11 10, VEX_Vmovsd_m64_xmm
62 F1CF08 11 D3, EVEX_Vmovsd_xmm_k1z_xmm_xmm_0F11
62 F1FF08 11 50 01, EVEX_Vmovsd_m64_k1_xmm
0F12 CD, Movhlps_xmm_xmm
0F12 08, Movlps_xmm_m64
C5C8 12 D3, VEX_Vmovhlps_xmm_xmm_xmm
C5C8 12 10, VEX_Vmovlps_xmm_xmm_m64
62 F14C08 12 D3, EVEX_Vmovhlps_xmm_xmm_xmm
62 F14C08 12 50 01, EVEX_Vmovlps_xmm_xmm_m64
66 0F12 08, Movlpd_xmm_m64
C5C9 12 10, VEX_Vmovlpd_xmm_xmm_m64
62 F1CD08 12 50 01, EVEX_Vmovlpd_xmm_xmm_m64
F3 0F12 CD, Movsldup_xmm_xmmm128
F3 0F12 08, Movsldup_xmm_xmmm128
C5FA 12 CD, VEX_Vmovsldup_xmm_xmmm128
C5FA 12 10, VEX_Vmovsldup_xmm_xmmm128
C5FE 12 CD, VEX_Vmovsldup_ymm_ymmm256
C5FE 12 10, VEX_Vmovsldup_ymm_ymmm256
62 F17E08 12 D3, EVEX_Vmovsldup_xmm_k1z_xmmm128
62 F17E08 12 50 01, EVEX_Vmovsldup_xmm_k1z_xmmm128
62 F17E28 12 D3, EVEX_Vmovsldup_ymm_k1z_ymmm256
62 F17E28 12 50 01, EVEX_Vmovsldup_ymm_k1z_ymmm256
62 F17E48 12 D3, EVEX_Vmovsldup_zmm_k1z_zmmm512
62 F17E48 12 50 01, EVEX_Vmovsldup_zmm_k1z_zmmm512
F2 0F12 CD, Movddup_xmm_xmmm64
F2 0F12 08, Movddup_xmm_xmmm64
C5FB 12 CD, VEX_Vmovddup_xmm_xmmm64
C5FB 12 10, VEX_Vmovddup_xmm_xmmm64
C5FF 12 CD, VEX_Vmovddup_ymm_ymmm256
C5FF 12 10, VEX_Vmovddup_ymm_ymmm256
62 F1FF08 12 D3, EVEX_Vmovddup_xmm_k1z_xmmm64
62 F1FF08 12 50 01, EVEX_Vmovddup_xmm_k1z_xmmm64
62 F1FF28 12 D3, EVEX_Vmovddup_ymm_k1z_ymmm256
62 F1FF28 12 50 01, EVEX_Vmovddup_ymm_k1z_ymmm256
62 F1FF48 12 D3, EVEX_Vmovddup_zmm_k1z_zmmm512
62 F1FF48 12 50 01, EVEX_Vmovddup_zmm_k1z_zmmm512
0F13 08, Movlps_m64_xmm
C5F8 13 10, VEX_Vmovlps_m64_xmm
62 F17C08 13 50 01, EVEX_Vmovlps_m64_xmm
66 0F13 08, Movlpd_m64_xmm
C5F9 13 10, VEX_Vmovlpd_m64_xmm
62 F1FD08 13 50 01, EVEX_Vmovlpd_m64_xmm
0F14 CD, Unpcklps_xmm_xmmm128
0F14 08, Unpcklps_xmm_xmmm128
C5C8 14 D3, VEX_Vunpcklps_xmm_xmm_xmmm128
C5C8 14 10, VEX_Vunpcklps_xmm_xmm_xmmm128
C5CC 14 D3, VEX_Vunpcklps_ymm_ymm_ymmm256
C5CC 14 10, VEX_Vunpcklps_ymm_ymm_ymmm256
62 F14C0B 14 D3, EVEX_Vunpcklps_xmm_k1z_xmm_xmmm128b32
62 F14C0B 14 50 01, EVEX_Vunpcklps_xmm_k1z_xmm_xmmm128b32
62 F14C9D 14 50 01, EVEX_Vunpcklps_xmm_k1z_xmm_xmmm128b32
62 F14C2B 14 D3, EVEX_Vunpcklps_ymm_k1z_ymm_ymmm256b32
62 F14C2B 14 50 01, EVEX_Vunpcklps_ymm_k1z_ymm_ymmm256b32
62 F14CBD 14 50 01, EVEX_Vunpcklps_ymm_k1z_ymm_ymmm256b32
62 F14C4B 14 D3, EVEX_Vunpcklps_zmm_k1z_zmm_zmmm512b32
62 F14C4B 14 50 01, EVEX_Vunpcklps_zmm_k1z_zmm_zmmm512b32
62 F14CDD 14 50 01, EVEX_Vunpcklps_zmm_k1z_zmm_zmmm512b32
66 0F14 CD, Unpcklpd_xmm_xmmm128
66 0F14 08, Unpcklpd_xmm_xmmm128
C5C9 14 D3, VEX_Vunpcklpd_xmm_xmm_xmmm128
C5C9 14 10, VEX_Vunpcklpd_xmm_xmm_xmmm128
C5CD 14 D3, VEX_Vunpcklpd_ymm_ymm_ymmm256
C5CD 14 10, VEX_Vunpcklpd_ymm_ymm_ymmm256
62 F1CD8B 14 D3, EVEX_Vunpcklpd_xmm_k1z_xmm_xmmm128b64
62 F1CD0B 14 50 01, EVEX_Vunpcklpd_xmm_k1z_xmm_xmmm128b64
62 F1CD9D 14 50 01, EVEX_Vunpcklpd_xmm_k1z_xmm_xmmm128b64
62 F1CDAB 14 D3, EVEX_Vunpcklpd_ymm_k1z_ymm_ymmm256b64
62 F1CD2B 14 50 01, EVEX_Vunpcklpd_ymm_k1z_ymm_ymmm256b64
62 F1CDBD 14 50 01, EVEX_Vunpcklpd_ymm_k1z_ymm_ymmm256b64
62 F1CDCB 14 D3, EVEX_Vunpcklpd_zmm_k1z_zmm_zmmm512b64
62 F1CD4B 14 50 01, EVEX_Vunpcklpd_zmm_k1z_zmm_zmmm512b64
62 F1CDDD 14 50 01, EVEX_Vunpcklpd_zmm_k1z_zmm_zmmm512b64
0F15 CD, Unpckhps_xmm_xmmm128
0F15 08, Unpckhps_xmm_xmmm128
C5C8 15 D3, VEX_Vunpckhps_xmm_xmm_xmmm128
C5C8 15 10, VEX_Vunpckhps_xmm_xmm_xmmm128
C5CC 15 D3, VEX_Vunpckhps_ymm_ymm_ymmm256
C5CC 15 10, VEX_Vunpckhps_ymm_ymm_ymmm256
62 F14C0B 15 D3, EVEX_Vunpckhps_xmm_k1z_xmm_xmmm128b32
62 F14C0B 15 50 01, EVEX_Vunpckhps_xmm_k1z_xmm_xmmm128b32
62 F14C9D 15 50 01, EVEX_Vunpckhps_xmm_k1z_xmm_xmmm128b32
62 F14C2B 15 D3, EVEX_Vunpckhps_ymm_k1z_ymm_ymmm256b32
62 F14C2B 15 50 01, EVEX_Vunpckhps_ymm_k1z_ymm_ymmm256b32
62 F14CBD 15 50 01, EVEX_Vunpckhps_ymm_k1z_ymm_ymmm256b32
62 F14C4B 15 D3, EVEX_Vunpckhps_zmm_k1z_zmm_zmmm512b32
62 F14C4B 15 50 01, EVEX_Vunpckhps_zmm_k1z_zmm_zmmm512b32
62 F14CDD 15 50 01, EVEX_Vunpckhps_zmm_k1z_zmm_zmmm512b32
66 0F15 CD, Unpckhpd_xmm_xmmm128
66 0F15 08, Unpckhpd_xmm_xmmm128
C5C9 15 D3, VEX_Vunpckhpd_xmm_xmm_xmmm128
C5C9 15 10, VEX_Vunpckhpd_xmm_xmm_xmmm128
C5CD 15 D3, VEX_Vunpckhpd_ymm_ymm_ymmm256
C5CD 15 10, VEX_Vunpckhpd_ymm_ymm_ymmm256
62 F1CD8B 15 D3, EVEX_Vunpckhpd_xmm_k1z_xmm_xmmm128b64
62 F1CD0B 15 50 01, EVEX_Vunpckhpd_xmm_k1z_xmm_xmmm128b64
62 F1CD9D 15 50 01, EVEX_Vunpckhpd_xmm_k1z_xmm_xmmm128b64
62 F1CDAB 15 D3, EVEX_Vunpckhpd_ymm_k1z_ymm_ymmm256b64
62 F1CD2B 15 50 01, EVEX_Vunpckhpd_ymm_k1z_ymm_ymmm256b64
62 F1CDBD 15 50 01, EVEX_Vunpckhpd_ymm_k1z_ymm_ymmm256b64
62 F1CDCB 15 D3, EVEX_Vunpckhpd_zmm_k1z_zmm_zmmm512b64
62 F1CD4B 15 50 01, EVEX_Vunpckhpd_zmm_k1z_zmm_zmmm512b64
62 F1CDDD 15 50 01, EVEX_Vunpckhpd_zmm_k1z_zmm_zmmm512b64
0F16 CD, Movlhps_xmm_xmm
C5C8 16 D3, VEX_Vmovlhps_xmm_xmm_xmm
62 F14C08 16 D3, EVEX_Vmovlhps_xmm_xmm_xmm
0F16 08, Movhps_xmm_m64
C5C8 16 10, VEX_Vmovhps_xmm_xmm_m64
62 F14C08 16 50 01, EVEX_Vmovhps_xmm_xmm_m64
66 0F16 08, Movhpd_xmm_m64
C5C9 16 10, VEX_Vmovhpd_xmm_xmm_m64
62 F1CD08 16 50 01, EVEX_Vmovhpd_xmm_xmm_m64
F3 0F16 CD, Movshdup_xmm_xmmm128
F3 0F16 08, Movshdup_xmm_xmmm128
C5FA 16 CD, VEX_Vmovshdup_xmm_xmmm128
C5FA 16 10, VEX_Vmovshdup_xmm_xmmm128
C5FE 16 CD, VEX_Vmovshdup_ymm_ymmm256
C5FE 16 10, VEX_Vmovshdup_ymm_ymmm256
62 F17E08 16 D3, EVEX_Vmovshdup_xmm_k1z_xmmm128
62 F17E08 16 50 01, EVEX_Vmovshdup_xmm_k1z_xmmm128
62 F17E28 16 D3, EVEX_Vmovshdup_ymm_k1z_ymmm256
62 F17E28 16 50 01, EVEX_Vmovshdup_ymm_k1z_ymmm256
62 F17E48 16 D3, EVEX_Vmovshdup_zmm_k1z_zmmm512
62 F17E48 16 50 01, EVEX_Vmovshdup_zmm_k1z_zmmm512
0F17 08, Movhps_m64_xmm
C5F8 17 10, VEX_Vmovhps_m64_xmm
62 F17C08 17 50 01, EVEX_Vmovhps_m64_xmm
66 0F17 08, Movhpd_m64_xmm
C5F9 17 10, VEX_Vmovhpd_m64_xmm
62 F1FD08 17 50 01, EVEX_Vmovhpd_m64_xmm
0F18 00, Prefetchnta_m8
0F18 08, Prefetcht0_m8
0F18 10, Prefetcht1_m8
0F18 18, Prefetcht2_m8
0F1A 08, Bndldx_bnd_mib, MPX
66 0F1A CA, Bndmov_bnd_bndm128, MPX
66 0F1A 08, Bndmov_bnd_bndm128, MPX
F3 0F1A CA, Bndcl_bnd_rm64, MPX
F3 0F1A 08, Bndcl_bnd_rm64, MPX
F2 0F1A CA, Bndcu_bnd_rm64, MPX
F2 0F1A 08, Bndcu_bnd_rm64, MPX
0F1B 08, Bndstx_mib_bnd, MPX
66 0F1B CA, Bndmov_bndm128_bnd, MPX
66 0F1B 08, Bndmov_bndm128_bnd, MPX
F3 0F1B 08, Bndmk_bnd_m64, MPX
F2 0F1B CA, Bndcn_bnd_rm64, MPX
F2 0F1B 08, Bndcn_bnd_rm64, MPX
66 0F1F C1, Nop_rm16
66 0F1F 00, Nop_rm16
0F1F C1, Nop_rm32
0F1F 00, Nop_rm32
48 0F1F C1, Nop_rm64
48 0F1F 00, Nop_rm64
0F20 DE, Mov_r64_cr
0F21 DE, Mov_r64_dr
0F22 DE, Mov_cr_r64
0F23 DE, Mov_dr_r64
0F28 CD, Movaps_xmm_xmmm128
0F28 08, Movaps_xmm_xmmm128
C5F8 28 CD, VEX_Vmovaps_xmm_xmmm128
C5F8 28 10, VEX_Vmovaps_xmm_xmmm128
C5FC 28 CD, VEX_Vmovaps_ymm_ymmm256
C5FC 28 10, VEX_Vmovaps_ymm_ymmm256
62 F17C08 28 D3, EVEX_Vmovaps_xmm_k1z_xmmm128
