# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# invalid instruction
26262626262626262626262626262626, INVALID, Legacy, INTEL8086, flow=Exception
66 41 56, Push_r16, Legacy, INTEL8086, op0=r rw=xsp r=r14w wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push rsi
56, Push_r64, Legacy, X64, op0=r rw=xsp r=rsi wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt64 stack=-8
# push r14
41 56, Push_r64, Legacy, X64, op0=r rw=xsp r=r14 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt64 stack=-8
# push di
66 57, Push_r16, Legacy, INTEL8086, op0=r rw=xsp r=di wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push r15w
66 41 57, Push_r16, Legacy, INTEL8086, op0=r rw=xsp r=r15w wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push rdi
57, Push_r64, Legacy, X64, op0=r rw=xsp r=rdi wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt64 stack=-8
# push r15
41 57, Push_r64, Legacy, X64, op0=r rw=xsp r=r15 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt64 stack=-8
# pop ax
66 58, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=ax rm=ss:xsp;UInt16 stack=2
# pop r8w
66 41 58, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r8w rm=ss:xsp;UInt16 stack=2
# pop rax
58, Pop_r64, Legacy, X64, op0=w rw=xsp w=rax rm=ss:xsp;UInt64 stack=8
# pop r8
41 58, Pop_r64, Legacy, X64, op0=w rw=xsp w=r8 rm=ss:xsp;UInt64 stack=8
# pop cx
66 59, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=cx rm=ss:xsp;UInt16 stack=2
# pop r9w
66 41 59, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r9w rm=ss:xsp;UInt16 stack=2
# pop rcx
59, Pop_r64, Legacy, X64, op0=w rw=xsp w=rcx rm=ss:xsp;UInt64 stack=8
# pop r9
41 59, Pop_r64, Legacy, X64, op0=w rw=xsp w=r9 rm=ss:xsp;UInt64 stack=8
# pop dx
66 5A, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=dx rm=ss:xsp;UInt16 stack=2
# pop r10w
66 41 5A, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r10w rm=ss:xsp;UInt16 stack=2
# pop rdx
5A, Pop_r64, Legacy, X64, op0=w rw=xsp w=rdx rm=ss:xsp;UInt64 stack=8
# pop r10
41 5A, Pop_r64, Legacy, X64, op0=w rw=xsp w=r10 rm=ss:xsp;UInt64 stack=8
# pop bx
66 5B, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=bx rm=ss:xsp;UInt16 stack=2
# pop r11w
66 41 5B, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r11w rm=ss:xsp;UInt16 stack=2
# pop rbx
5B, Pop_r64, Legacy, X64, op0=w rw=xsp w=rbx rm=ss:xsp;UInt64 stack=8
# pop r11
41 5B, Pop_r64, Legacy, X64, op0=w rw=xsp w=r11 rm=ss:xsp;UInt64 stack=8
# pop sp
66 5C, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=sp rm=ss:xsp;UInt16 stack=2
# pop r12w
66 41 5C, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r12w rm=ss:xsp;UInt16 stack=2
# pop rsp
5C, Pop_r64, Legacy, X64, op0=w rw=xsp w=rsp rm=ss:xsp;UInt64 stack=8
# pop r12
41 5C, Pop_r64, Legacy, X64, op0=w rw=xsp w=r12 rm=ss:xsp;UInt64 stack=8
# pop bp
66 5D, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=bp rm=ss:xsp;UInt16 stack=2
# pop r13w
66 41 5D, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r13w rm=ss:xsp;UInt16 stack=2
# pop rbp
5D, Pop_r64, Legacy, X64, op0=w rw=xsp w=rbp rm=ss:xsp;UInt64 stack=8
# pop r13
41 5D, Pop_r64, Legacy, X64, op0=w rw=xsp w=r13 rm=ss:xsp;UInt64 stack=8
# pop si
66 5E, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=si rm=ss:xsp;UInt16 stack=2
# pop r14w
66 41 5E, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r14w rm=ss:xsp;UInt16 stack=2
# pop rsi
5E, Pop_r64, Legacy, X64, op0=w rw=xsp w=rsi rm=ss:xsp;UInt64 stack=8
# pop r14
41 5E, Pop_r64, Legacy, X64, op0=w rw=xsp w=r14 rm=ss:xsp;UInt64 stack=8
# pop di
66 5F, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=di rm=ss:xsp;UInt16 stack=2
# pop r15w
66 41 5F, Pop_r16, Legacy, INTEL8086, op0=w rw=xsp w=r15w rm=ss:xsp;UInt16 stack=2
# pop rdi
5F, Pop_r64, Legacy, X64, op0=w rw=xsp w=rdi rm=ss:xsp;UInt64 stack=8
# pop r15
41 5F, Pop_r64, Legacy, X64, op0=w rw=xsp w=r15 rm=ss:xsp;UInt64 stack=8
# movsxd cx,si
66 63 CE, Movsxd_r16_rm16, Legacy, X64, op0=w op1=r w=cx r=si
# movsxd bx,word ptr [rax]
66 63 18, Movsxd_r16_rm16, Legacy, X64, op0=w op1=r w=bx r=rax rm=ds:rax;Int16
# movsxd ecx,esi
63 CE, Movsxd_r32_rm32, Legacy, X64, op0=w op1=r w=rcx r=esi
# movsxd ebx,dword ptr [rax]
63 18, Movsxd_r32_rm32, Legacy, X64, op0=w op1=r w=rbx r=rax rm=ds:rax;Int32
# movsxd rcx,esi
48 63 CE, Movsxd_r64_rm32, Legacy, X64, op0=w op1=r w=rcx r=esi
# movsxd rbx,dword ptr [rax]
48 63 18, Movsxd_r64_rm32, Legacy, X64, op0=w op1=r w=rbx r=rax rm=ds:rax;Int32
# pushw 0A55Ah
66 68 5AA5, Push_imm16, Legacy, INTEL186, op0=r rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push 0FFFFFFFFA412A55Ah
68 5AA512A4, Pushq_imm32, Legacy, X64, op0=r rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt64 stack=-8
# imul cx,si,5AA5h
66 69 CE A55A, Imul_r16_rm16_imm16, Legacy, INTEL186, fw=oc fu=apsz op0=w op1=r op2=r w=cx r=si
# imul bx,[rax],0A55Ah
66 69 18 5AA5, Imul_r16_rm16_imm16, Legacy, INTEL186, fw=oc fu=apsz op0=w op1=r op2=r w=bx r=rax rm=ds:rax;Int16
# imul ecx,esi,3412A55Ah
69 CE 5AA51234, Imul_r32_rm32_imm32, Legacy, INTEL386, fw=oc fu=apsz op0=w op1=r op2=r w=rcx r=esi
# imul ebx,[rax],3412A55Ah
69 18 5AA51234, Imul_r32_rm32_imm32, Legacy, INTEL386, fw=oc fu=apsz op0=w op1=r op2=r w=rbx r=rax rm=ds:rax;Int32
# imul rcx,rsi,0FFFFFFFFA412A55Ah
48 69 CE 5AA512A4, Imul_r64_rm64_imm32, Legacy, X64, fw=oc fu=apsz op0=w op1=r op2=r w=rcx r=rsi
# imul rbx,[rax],0FFFFFFFFA412A55Ah
48 69 18 5AA512A4, Imul_r64_rm64_imm32, Legacy, X64, fw=oc fu=apsz op0=w op1=r op2=r w=rbx r=rax rm=ds:rax;Int64
# pushw 5Ah
66 6A 5A, Pushw_imm8, Legacy, INTEL186, op0=r rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push 5Ah
6A 5A, Pushq_imm8, Legacy, X64, op0=r rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt64 stack=-8
# imul cx,si,5Ah
66 6B CE 5A, Imul_r16_rm16_imm8, Legacy, INTEL186, fw=oc fu=apsz op0=w op1=r op2=r w=cx r=si
# imul bx,[rax],5Ah
66 6B 18 5A, Imul_r16_rm16_imm8, Legacy, INTEL186, fw=oc fu=apsz op0=w op1=r op2=r w=bx r=rax rm=ds:rax;Int16
# imul ecx,esi,5Ah
6B CE 5A, Imul_r32_rm32_imm8, Legacy, INTEL386, fw=oc fu=apsz op0=w op1=r op2=r w=rcx r=esi
# imul ebx,[rax],5Ah
6B 18 5A, Imul_r32_rm32_imm8, Legacy, INTEL386, fw=oc fu=apsz op0=w op1=r op2=r w=rbx r=rax rm=ds:rax;Int32
# imul rcx,rsi,5Ah
48 6B CE 5A, Imul_r64_rm64_imm8, Legacy, X64, fw=oc fu=apsz op0=w op1=r op2=r w=rcx r=rsi
# imul rbx,[rax],5Ah
48 6B 18 5A, Imul_r64_rm64_imm8, Legacy, X64, fw=oc fu=apsz op0=w op1=r op2=r w=rbx r=rax rm=ds:rax;Int64
# insb
6C, Insb_m8_DX, Legacy, INTEL186, priv fr=d op0=w op1=r rw=rdi r=dx wm=es:rdi;UInt8
# insw
66 6D, Insw_m16_DX, Legacy, INTEL186, priv fr=d op0=w op1=r rw=rdi r=dx wm=es:rdi;UInt16
# insd
6D, Insd_m32_DX, Legacy, INTEL386, priv fr=d op0=w op1=r rw=rdi r=dx wm=es:rdi;UInt32
# outsb
6E, Outsb_DX_m8, Legacy, INTEL186, priv fr=d op0=r op1=r r=dx rw=rsi rm=ds:rsi;UInt8
# outsw
66 6F, Outsw_DX_m16, Legacy, INTEL186, priv fr=d op0=r op1=r r=dx rw=rsi rm=ds:rsi;UInt16
# outsd
6F, Outsd_DX_m32, Legacy, INTEL386, priv fr=d op0=r op1=r r=dx rw=rsi rm=ds:rsi;UInt32
# jo short 800000000000004Ch
70 5A, Jo_rel8_64, Legacy, X64, flow=ConditionalBranch fr=o op0=r
# jno short 800000000000004Ch
71 5A, Jno_rel8_64, Legacy, X64, flow=ConditionalBranch fr=o op0=r
# jb short 800000000000004Ch
72 5A, Jb_rel8_64, Legacy, X64, flow=ConditionalBranch fr=c op0=r
# jae short 800000000000004Ch
73 5A, Jae_rel8_64, Legacy, X64, flow=ConditionalBranch fr=c op0=r
# je short 800000000000004Ch
74 5A, Je_rel8_64, Legacy, X64, flow=ConditionalBranch fr=z op0=r
# jne short 800000000000004Ch
75 5A, Jne_rel8_64, Legacy, X64, flow=ConditionalBranch fr=z op0=r
# jbe short 800000000000004Ch
76 5A, Jbe_rel8_64, Legacy, X64, flow=ConditionalBranch fr=cz op0=r
# ja short 800000000000004Ch
77 5A, Ja_rel8_64, Legacy, X64, flow=ConditionalBranch fr=cz op0=r
# js short 800000000000004Ch
78 5A, Js_rel8_64, Legacy, X64, flow=ConditionalBranch fr=s op0=r
# jns short 800000000000004Ch
79 5A, Jns_rel8_64, Legacy, X64, flow=ConditionalBranch fr=s op0=r
# jp short 800000000000004Ch
7A 5A, Jp_rel8_64, Legacy, X64, flow=ConditionalBranch fr=p op0=r
# jnp short 800000000000004Ch
7B 5A, Jnp_rel8_64, Legacy, X64, flow=ConditionalBranch fr=p op0=r
# jl short 800000000000004Ch
7C 5A, Jl_rel8_64, Legacy, X64, flow=ConditionalBranch fr=so op0=r
# jge short 800000000000004Ch
7D 5A, Jge_rel8_64, Legacy, X64, flow=ConditionalBranch fr=so op0=r
# jle short 800000000000004Ch
7E 5A, Jle_rel8_64, Legacy, X64, flow=ConditionalBranch fr=soz op0=r
# jg short 800000000000004Ch
7F 5A, Jg_rel8_64, Legacy, X64, flow=ConditionalBranch fr=soz op0=r
# add cl,5Ah
80 C1 5A, Add_rm8_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r rw=cl
# add byte ptr [rax],5Ah
80 00 5A, Add_rm8_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt8
# or dl,0A5h
80 CA A5, Or_rm8_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=dl
# or byte ptr [rax],0A5h
80 08 A5, Or_rm8_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt8
# adc bl,5Ah
80 D3 5A, Adc_rm8_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r rw=bl
# adc byte ptr [rax],5Ah
80 10 5A, Adc_rm8_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt8
# sbb ah,0A5h
80 DC A5, Sbb_rm8_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r rw=ah
# sbb byte ptr [rax],0A5h
80 18 A5, Sbb_rm8_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt8
# and ch,5Ah
80 E5 5A, And_rm8_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=ch
# and byte ptr [rax],5Ah
80 20 5A, And_rm8_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt8
# sub dh,0A5h
80 EE A5, Sub_rm8_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r rw=dh
# sub byte ptr [rax],0A5h
80 28 A5, Sub_rm8_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt8
# xor bh,5Ah
80 F7 5A, Xor_rm8_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=bh
# xor byte ptr [rax],5Ah
80 30 5A, Xor_rm8_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt8
# cmp al,0A5h
80 F8 A5, Cmp_rm8_imm8, Legacy, INTEL8086, fw=oszacp op0=r op1=r r=al
# cmp byte ptr [rax],0A5h
80 38 A5, Cmp_rm8_imm8, Legacy, INTEL8086, fw=oszacp op0=r op1=r r=rax rm=ds:rax;UInt8
# add cx,0A55Ah
66 81 C1 5AA5, Add_rm16_imm16, Legacy, INTEL8086, fw=oszacp op0=rw op1=r rw=cx
# add word ptr [rax],0A55Ah
66 81 00 5AA5, Add_rm16_imm16, Legacy, INTEL8086, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# add ecx,3412A55Ah
81 C1 5AA51234, Add_rm32_imm32, Legacy, INTEL386, fw=oszacp op0=rw op1=r w=rcx r=ecx
# add dword ptr [rax],3412A55Ah
81 00 5AA51234, Add_rm32_imm32, Legacy, INTEL386, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# add rcx,3412A55Ah
48 81 C1 5AA51234, Add_rm64_imm32, Legacy, X64, fw=oszacp op0=rw op1=r rw=rcx
# add qword ptr [rax],3412A55Ah
48 81 00 5AA51234, Add_rm64_imm32, Legacy, X64, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt64
# or dx,5AA5h
66 81 CA A55A, Or_rm16_imm16, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=dx
# or word ptr [rax],5AA5h
66 81 08 A55A, Or_rm16_imm16, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt16
# or edx,0AB895AA5h
81 CA A55A89AB, Or_rm32_imm32, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r w=rdx r=edx
# or dword ptr [rax],0AB895AA5h
81 08 A55A89AB, Or_rm32_imm32, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt32
# or rdx,0FFFFFFFFAB895AA5h
48 81 CA A55A89AB, Or_rm64_imm32, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r rw=rdx
# or qword ptr [rax],0FFFFFFFFAB895AA5h
48 81 08 A55A89AB, Or_rm64_imm32, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt64
# adc bx,0A55Ah
66 81 D3 5AA5, Adc_rm16_imm16, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r rw=bx
# adc word ptr [rax],0A55Ah
66 81 10 5AA5, Adc_rm16_imm16, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# adc ebx,3412A55Ah
81 D3 5AA51234, Adc_rm32_imm32, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r w=rbx r=ebx
# adc dword ptr [rax],3412A55Ah
81 10 5AA51234, Adc_rm32_imm32, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# adc rbx,3412A55Ah
48 81 D3 5AA51234, Adc_rm64_imm32, Legacy, X64, fr=c fw=oszacp op0=rw op1=r rw=rbx
# adc qword ptr [rax],3412A55Ah
48 81 10 5AA51234, Adc_rm64_imm32, Legacy, X64, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt64
# sbb sp,5AA5h
66 81 DC A55A, Sbb_rm16_imm16, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r rw=sp
# sbb word ptr [rax],5AA5h
66 81 18 A55A, Sbb_rm16_imm16, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# sbb esp,0AB895AA5h
81 DC A55A89AB, Sbb_rm32_imm32, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r w=rsp r=esp
# sbb dword ptr [rax],0AB895AA5h
81 18 A55A89AB, Sbb_rm32_imm32, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# sbb rsp,0FFFFFFFFAB895AA5h
48 81 DC A55A89AB, Sbb_rm64_imm32, Legacy, X64, fr=c fw=oszacp op0=rw op1=r rw=rsp
# sbb qword ptr [rax],0FFFFFFFFAB895AA5h
48 81 18 A55A89AB, Sbb_rm64_imm32, Legacy, X64, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt64
# and bp,0A55Ah
66 81 E5 5AA5, And_rm16_imm16, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=bp
# and word ptr [rax],0A55Ah
66 81 20 5AA5, And_rm16_imm16, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt16
# and ebp,3412A55Ah
81 E5 5AA51234, And_rm32_imm32, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r w=rbp r=ebp
# and dword ptr [rax],3412A55Ah
81 20 5AA51234, And_rm32_imm32, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt32
# and rbp,3412A55Ah
48 81 E5 5AA51234, And_rm64_imm32, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r rw=rbp
# and qword ptr [rax],3412A55Ah
48 81 20 5AA51234, And_rm64_imm32, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt64
# sub si,5AA5h
66 81 EE A55A, Sub_rm16_imm16, Legacy, INTEL8086, fw=oszacp op0=rw op1=r rw=si
# sub word ptr [rax],5AA5h
66 81 28 A55A, Sub_rm16_imm16, Legacy, INTEL8086, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# sub esi,0AB895AA5h
81 EE A55A89AB, Sub_rm32_imm32, Legacy, INTEL386, fw=oszacp op0=rw op1=r w=rsi r=esi
# sub dword ptr [rax],0AB895AA5h
81 28 A55A89AB, Sub_rm32_imm32, Legacy, INTEL386, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# sub rsi,0FFFFFFFFAB895AA5h
48 81 EE A55A89AB, Sub_rm64_imm32, Legacy, X64, fw=oszacp op0=rw op1=r rw=rsi
# sub qword ptr [rax],0FFFFFFFFAB895AA5h
48 81 28 A55A89AB, Sub_rm64_imm32, Legacy, X64, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt64
# xor di,0A55Ah
66 81 F7 5AA5, Xor_rm16_imm16, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=di
# xor word ptr [rax],0A55Ah
66 81 30 5AA5, Xor_rm16_imm16, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt16
# xor edi,3412A55Ah
81 F7 5AA51234, Xor_rm32_imm32, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r w=rdi r=edi
# xor dword ptr [rax],3412A55Ah
81 30 5AA51234, Xor_rm32_imm32, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt32
# xor rdi,3412A55Ah
48 81 F7 5AA51234, Xor_rm64_imm32, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r rw=rdi
# xor qword ptr [rax],3412A55Ah
48 81 30 5AA51234, Xor_rm64_imm32, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt64
# cmp ax,5AA5h
66 81 F8 A55A, Cmp_rm16_imm16, Legacy, INTEL8086, fw=oszacp op0=r op1=r r=ax
# cmp word ptr [rax],5AA5h
66 81 38 A55A, Cmp_rm16_imm16, Legacy, INTEL8086, fw=oszacp op0=r op1=r r=rax rm=ds:rax;UInt16
# cmp eax,0AB895AA5h
81 F8 A55A89AB, Cmp_rm32_imm32, Legacy, INTEL386, fw=oszacp op0=r op1=r r=eax
# cmp dword ptr [rax],0AB895AA5h
81 38 A55A89AB, Cmp_rm32_imm32, Legacy, INTEL386, fw=oszacp op0=r op1=r r=rax rm=ds:rax;UInt32
# cmp r8,0FFFFFFFFAB895AA5h
49 81 F8 A55A89AB, Cmp_rm64_imm32, Legacy, X64, fw=oszacp op0=r op1=r r=r8
# cmp qword ptr [rax],0FFFFFFFFAB895AA5h
48 81 38 A55A89AB, Cmp_rm64_imm32, Legacy, X64, fw=oszacp op0=r op1=r r=rax rm=ds:rax;UInt64
# add cx,5Ah
66 83 C1 5A, Add_rm16_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r rw=cx
# add word ptr [rax],5Ah
66 83 00 5A, Add_rm16_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# add ecx,5Ah
83 C1 5A, Add_rm32_imm8, Legacy, INTEL386, fw=oszacp op0=rw op1=r w=rcx r=ecx
# add dword ptr [rax],5Ah
83 00 5A, Add_rm32_imm8, Legacy, INTEL386, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# add rcx,5Ah
48 83 C1 5A, Add_rm64_imm8, Legacy, X64, fw=oszacp op0=rw op1=r rw=rcx
# add qword ptr [rax],5Ah
48 83 00 5A, Add_rm64_imm8, Legacy, X64, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt64
# or dx,0FFA5h
66 83 CA A5, Or_rm16_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=dx
# or word ptr [rax],0FFA5h
66 83 08 A5, Or_rm16_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt16
# or edx,0FFFFFFA5h
83 CA A5, Or_rm32_imm8, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r w=rdx r=edx
# or dword ptr [rax],0FFFFFFA5h
83 08 A5, Or_rm32_imm8, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt32
# or rdx,0FFFFFFFFFFFFFFA5h
48 83 CA A5, Or_rm64_imm8, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r rw=rdx
# or qword ptr [rax],0FFFFFFFFFFFFFFA5h
48 83 08 A5, Or_rm64_imm8, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt64
# adc bx,5Ah
66 83 D3 5A, Adc_rm16_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r rw=bx
# adc word ptr [rax],5Ah
66 83 10 5A, Adc_rm16_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# adc ebx,5Ah
83 D3 5A, Adc_rm32_imm8, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r w=rbx r=ebx
# adc dword ptr [rax],5Ah
83 10 5A, Adc_rm32_imm8, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# adc rbx,5Ah
48 83 D3 5A, Adc_rm64_imm8, Legacy, X64, fr=c fw=oszacp op0=rw op1=r rw=rbx
# adc qword ptr [rax],5Ah
48 83 10 5A, Adc_rm64_imm8, Legacy, X64, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt64
# sbb sp,0FFA5h
66 83 DC A5, Sbb_rm16_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r rw=sp
# sbb word ptr [rax],0FFA5h
66 83 18 A5, Sbb_rm16_imm8, Legacy, INTEL8086, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# sbb esp,0FFFFFFA5h
83 DC A5, Sbb_rm32_imm8, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r w=rsp r=esp
# sbb dword ptr [rax],0FFFFFFA5h
83 18 A5, Sbb_rm32_imm8, Legacy, INTEL386, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# sbb rsp,0FFFFFFFFFFFFFFA5h
48 83 DC A5, Sbb_rm64_imm8, Legacy, X64, fr=c fw=oszacp op0=rw op1=r rw=rsp
# sbb qword ptr [rax],0FFFFFFFFFFFFFFA5h
48 83 18 A5, Sbb_rm64_imm8, Legacy, X64, fr=c fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt64
# and bp,5Ah
66 83 E5 5A, And_rm16_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r rw=bp
# and word ptr [rax],5Ah
66 83 20 5A, And_rm16_imm8, Legacy, INTEL8086, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt16
# and ebp,5Ah
83 E5 5A, And_rm32_imm8, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r w=rbp r=ebp
# and dword ptr [rax],5Ah
83 20 5A, And_rm32_imm8, Legacy, INTEL386, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt32
# and rbp,5Ah
48 83 E5 5A, And_rm64_imm8, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r rw=rbp
# and qword ptr [rax],5Ah
48 83 20 5A, And_rm64_imm8, Legacy, X64, fc=oc fw=szp fu=a op0=rw op1=r r=rax rwm=ds:rax;UInt64
# sub si,0FFA5h
66 83 EE A5, Sub_rm16_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r rw=si
# sub word ptr [rax],0FFA5h
66 83 28 A5, Sub_rm16_imm8, Legacy, INTEL8086, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt16
# sub esi,0FFFFFFA5h
83 EE A5, Sub_rm32_imm8, Legacy, INTEL386, fw=oszacp op0=rw op1=r w=rsi r=esi
# sub dword ptr [rax],0FFFFFFA5h
83 28 A5, Sub_rm32_imm8, Legacy, INTEL386, fw=oszacp op0=rw op1=r r=rax rwm=ds:rax;UInt32
# sub rsi,0FFFFFFFFFFFFFFA5h
48 83 EE A5, Sub_rm64_imm8, Legacy, X64, fw=oszacp op0=rw op1=r rw=rsi
# sub qword ptr [rax],0FFFFFFFFFFFFFFA5h
