# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# pushw es
66 06, Pushw_ES, Legacy, INTEL8086, op0=r r=ss rw=xsp r=es wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
62 F1ED8B EF CA, EVEX_Vpxorq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpxorq ymm1,ymm2,ymm2
62 F1ED28 EF CA, EVEX_Vpxorq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpxorq ymm1{k3}{z},ymm2,ymm2
62 F1EDAB EF CA, EVEX_Vpxorq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpxorq ymm1{k3},ymm2,ymm2
62 F1ED2B EF CA, EVEX_Vpxorq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpxorq zmm1{k3},zmm2,zmm2
62 F1ED4B EF CA, EVEX_Vpxorq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpxorq zmm1,zmm2,zmm2
62 F1ED48 EF CA, EVEX_Vpxorq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1
# vpxorq zmm1{k3}{z},zmm2,zmm2
62 F1EDCB EF CA, EVEX_Vpxorq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# psubb mm1,mm1
0F F8 C9, Psubb_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# psubb xmm1,xmm1
66 0F F8 C9, Psubb_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubb xmm1,xmm2,xmm2
C5E9 F8 CA, VEX_Vpsubb_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubb ymm1,ymm2,ymm2
C5ED F8 CA, VEX_Vpsubb_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubb xmm1,xmm2,xmm2
62 F16D08 F8 CA, EVEX_Vpsubb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubb xmm1{k3}{z},xmm2,xmm2
62 F16D8B F8 CA, EVEX_Vpsubb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubb xmm1{k3},xmm2,xmm2
62 F16D0B F8 CA, EVEX_Vpsubb_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubb ymm1{k3}{z},ymm2,ymm2
62 F16DAB F8 CA, EVEX_Vpsubb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubb ymm1{k3},ymm2,ymm2
62 F16D2B F8 CA, EVEX_Vpsubb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubb ymm1,ymm2,ymm2
62 F16D28 F8 CA, EVEX_Vpsubb_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubb zmm1,zmm2,zmm2
62 F16D48 F8 CA, EVEX_Vpsubb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubb zmm1{k3}{z},zmm2,zmm2
62 F16DCB F8 CA, EVEX_Vpsubb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubb zmm1{k3},zmm2,zmm2
62 F16D4B F8 CA, EVEX_Vpsubb_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# psubw mm1,mm1
0F F9 C9, Psubw_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# psubw xmm1,xmm1
66 0F F9 C9, Psubw_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubw xmm1,xmm2,xmm2
C5E9 F9 CA, VEX_Vpsubw_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubw ymm1,ymm2,ymm2
C5ED F9 CA, VEX_Vpsubw_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubw xmm1{k3},xmm2,xmm2
62 F16D0B F9 CA, EVEX_Vpsubw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubw xmm1,xmm2,xmm2
62 F16D08 F9 CA, EVEX_Vpsubw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubw xmm1{k3}{z},xmm2,xmm2
62 F16D8B F9 CA, EVEX_Vpsubw_xmm_k1z_xmm_xmmm128, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubw ymm1,ymm2,ymm2
62 F16D28 F9 CA, EVEX_Vpsubw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubw ymm1{k3},ymm2,ymm2
62 F16D2B F9 CA, EVEX_Vpsubw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubw ymm1{k3}{z},ymm2,ymm2
62 F16DAB F9 CA, EVEX_Vpsubw_ymm_k1z_ymm_ymmm256, EVEX, AVX512VL;AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubw zmm1,zmm2,zmm2
62 F16D48 F9 CA, EVEX_Vpsubw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1
# vpsubw zmm1{k3},zmm2,zmm2
62 F16D4B F9 CA, EVEX_Vpsubw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpsubw zmm1{k3}{z},zmm2,zmm2
62 F16DCB F9 CA, EVEX_Vpsubw_zmm_k1z_zmm_zmmm512, EVEX, AVX512BW, op0=w op1=n op2=n w=vmm1 r=k3
# psubd mm1,mm1
0F FA C9, Psubd_mm_mmm64, Legacy, MMX, op0=w op1=n w=mm1
# psubd xmm1,xmm1
66 0F FA C9, Psubd_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubd xmm1,xmm2,xmm2
C5E9 FA CA, VEX_Vpsubd_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubd ymm1,ymm2,ymm2
C5ED FA CA, VEX_Vpsubd_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubd xmm1,xmm2,xmm2
62 F16D08 FA CA, EVEX_Vpsubd_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpsubd xmm1{k3},xmm2,xmm2
62 F16D0B FA CA, EVEX_Vpsubd_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubd xmm1{k3}{z},xmm2,xmm2
62 F16D8B FA CA, EVEX_Vpsubd_xmm_k1z_xmm_xmmm128b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubd ymm1{k3}{z},ymm2,ymm2
62 F16DAB FA CA, EVEX_Vpsubd_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubd ymm1{k3},ymm2,ymm2
62 F16D2B FA CA, EVEX_Vpsubd_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubd ymm1,ymm2,ymm2
62 F16D28 FA CA, EVEX_Vpsubd_ymm_k1z_ymm_ymmm256b32, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpsubd zmm1,zmm2,zmm2
62 F16D48 FA CA, EVEX_Vpsubd_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1
# vpsubd zmm1{k3},zmm2,zmm2
62 F16D4B FA CA, EVEX_Vpsubd_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512F, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpsubd zmm1{k3}{z},zmm2,zmm2
62 F16DCB FA CA, EVEX_Vpsubd_zmm_k1z_zmm_zmmm512b32, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# psubq mm1,mm1
0F FB C9, Psubq_mm_mmm64, Legacy, SSE2, op0=w op1=n w=mm1
# psubq xmm1,xmm1
66 0F FB C9, Psubq_xmm_xmmm128, Legacy, SSE2, op0=w op1=n w=xmm1
# vpsubq xmm1,xmm2,xmm2
C5E9 FB CA, VEX_Vpsubq_xmm_xmm_xmmm128, VEX, AVX, op0=w op1=n op2=n w=vmm1
# vpsubq ymm1,ymm2,ymm2
C5ED FB CA, VEX_Vpsubq_ymm_ymm_ymmm256, VEX, AVX2, op0=w op1=n op2=n w=vmm1
# vpsubq xmm1,xmm2,xmm2
62 F1ED08 FB CA, EVEX_Vpsubq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpsubq xmm1{k3},xmm2,xmm2
62 F1ED0B FB CA, EVEX_Vpsubq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=xmm1 w=vmm1 r=k3
# vpsubq xmm1{k3}{z},xmm2,xmm2
62 F1ED8B FB CA, EVEX_Vpsubq_xmm_k1z_xmm_xmmm128b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubq ymm1,ymm2,ymm2
62 F1ED28 FB CA, EVEX_Vpsubq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1
# vpsubq ymm1{k3},ymm2,ymm2
62 F1ED2B FB CA, EVEX_Vpsubq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=rw op1=n op2=n r=ymm1 w=vmm1 r=k3
# vpsubq ymm1{k3}{z},ymm2,ymm2
62 F1EDAB FB CA, EVEX_Vpsubq_ymm_k1z_ymm_ymmm256b64, EVEX, AVX512VL;AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# vpsubq zmm1,zmm2,zmm2
62 F1ED48 FB CA, EVEX_Vpsubq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1
# vpsubq zmm1{k3},zmm2,zmm2
62 F1ED4B FB CA, EVEX_Vpsubq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=rcw op1=n op2=n r=zmm1 cw=vmm1 r=k3
# vpsubq zmm1{k3}{z},zmm2,zmm2
62 F1EDCB FB CA, EVEX_Vpsubq_zmm_k1z_zmm_zmmm512b64, EVEX, AVX512F, op0=w op1=n op2=n w=vmm1 r=k3
# invlpg [eax]
0F01 38, Invlpg_m, Legacy, INTEL486, priv op0=nma r=eax;ds
# prefetch [eax]
0F0D 00, Prefetch_m8, Legacy, PREFETCHW, op0=nma r=eax;ds
# prefetchw [eax]
0F0D 08, Prefetchw_m8, Legacy, PREFETCHW, op0=nma r=eax;ds
# prefetchwt1 [eax]
0F0D 10, Prefetchwt1_m8, Legacy, PREFETCHWT1, op0=nma r=eax;ds
# prefetchw [eax]
0F0D 18, Prefetchreserved3_m8, Legacy, PREFETCHW, op0=nma r=eax;ds
# prefetch [eax]
0F0D 20, Prefetchreserved4_m8, Legacy, PREFETCHW, op0=nma r=eax;ds
# prefetch [eax]
0F0D 28, Prefetchreserved5_m8, Legacy, PREFETCHW, op0=nma r=eax;ds
# prefetch [eax]
0F0D 30, Prefetchreserved6_m8, Legacy, PREFETCHW, op0=nma r=eax;ds
# prefetch [eax]
0F0D 38, Prefetchreserved7_m8, Legacy, PREFETCHW, op0=nma r=eax;ds
# prefetchnta [eax]
0F18 00, Prefetchnta_m8, Legacy, SSE, op0=nma r=eax;ds
# prefetcht0 [eax]
0F18 08, Prefetcht0_m8, Legacy, SSE, op0=nma r=eax;ds
# prefetcht1 [eax]
0F18 10, Prefetcht1_m8, Legacy, SSE, op0=nma r=eax;ds
# prefetcht2 [eax]
0F18 18, Prefetcht2_m8, Legacy, SSE, op0=nma r=eax;ds
# bndldx bnd1,dword ptr [edx+esi]
0F1A 0C F2, Bndldx_bnd_mib, Legacy, MPX, op0=w op1=nma w=bnd1 r=edx;esi;ds decopt=MPX
# bndstx dword ptr [edx+esi],bnd1
0F1B 0C F2, Bndstx_mib_bnd, Legacy, MPX, op0=nma op1=r r=edx;esi;ds r=bnd1 decopt=MPX
# cldemote byte ptr [eax]
0F1C 00, Cldemote_m8, Legacy, CLDEMOTE, op0=nma r=eax;ds
# clwb [eax]
66 0FAE 30, Clwb_m8, Legacy, CLWB, op0=r r=eax;ds rm=ds:eax;UInt8
# clflush [eax]
0FAE 38, Clflush_m8, Legacy, CLFSH, op0=r r=eax;ds rm=ds:eax;UInt8
# clflushopt [eax]
66 0FAE 38, Clflushopt_m8, Legacy, CLFLUSHOPT, op0=r r=eax;ds rm=ds:eax;UInt8
# vgatherpf0dps [ecx+zmm4*4+4]{k3}
62 F27D4B C6 4C A1 01, EVEX_Vgatherpf0dps_vm32z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vgatherpf0dpd [ecx+ymm4*4+8]{k3}
62 F2FD4B C6 4C A1 01, EVEX_Vgatherpf0dpd_vm32y_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=ymm4 r=k3
# vgatherpf1dps [ecx+zmm4*4+4]{k3}
62 F27D4B C6 54 A1 01, EVEX_Vgatherpf1dps_vm32z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vgatherpf1dpd [ecx+ymm4*4+8]{k3}
62 F2FD4B C6 54 A1 01, EVEX_Vgatherpf1dpd_vm32y_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=ymm4 r=k3
# vscatterpf0dps [ecx+zmm4*4+4]{k3}
62 F27D4B C6 6C A1 01, EVEX_Vscatterpf0dps_vm32z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vscatterpf0dpd [ecx+ymm4*4+8]{k3}
62 F2FD4B C6 6C A1 01, EVEX_Vscatterpf0dpd_vm32y_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=ymm4 r=k3
# vscatterpf1dps [ecx+zmm4*4+4]{k3}
62 F27D4B C6 74 A1 01, EVEX_Vscatterpf1dps_vm32z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vscatterpf1dpd [ecx+ymm4*4+8]{k3}
62 F2FD4B C6 74 A1 01, EVEX_Vscatterpf1dpd_vm32y_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=ymm4 r=k3
# vgatherpf0qps [ecx+zmm4*4+4]{k3}
62 F27D4B C7 4C A1 01, EVEX_Vgatherpf0qps_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vgatherpf0qpd [ecx+zmm4*4+8]{k3}
62 F2FD4B C7 4C A1 01, EVEX_Vgatherpf0qpd_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vgatherpf1qps [ecx+zmm4*4+4]{k3}
62 F27D4B C7 54 A1 01, EVEX_Vgatherpf1qps_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vgatherpf1qpd [ecx+zmm4*4+8]{k3}
62 F2FD4B C7 54 A1 01, EVEX_Vgatherpf1qpd_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vscatterpf0qps [ecx+zmm4*4+4]{k3}
62 F27D4B C7 6C A1 01, EVEX_Vscatterpf0qps_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vscatterpf0qpd [ecx+zmm4*4+8]{k3}
62 F2FD4B C7 6C A1 01, EVEX_Vscatterpf0qpd_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vscatterpf1qps [ecx+zmm4*4+4]{k3}
62 F27D4B C7 74 A1 01, EVEX_Vscatterpf1qps_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# vscatterpf1qpd [ecx+zmm4*4+8]{k3}
62 F2FD4B C7 74 A1 01, EVEX_Vscatterpf1qpd_vm64z_k1, EVEX, AVX512PF, op0=nma r=ecx;ds r=zmm4 r=k3
# fs monitor ax,ecx,edx
64 67 0F01 C8, Monitorw, Legacy, MONITOR, r=ax;ecx;edx;fs
# fs monitor eax,ecx,edx
64 0F01 C8, Monitord, Legacy, MONITOR, r=eax;ecx;edx;fs
# fs monitorx ax,ecx,edx
64 67 0F01 FA, Monitorxw, Legacy, MONITORX, r=ax;ecx;edx;fs
# fs monitorx eax,ecx,edx
64 0F01 FA, Monitorxd, Legacy, MONITORX, r=eax;ecx;edx;fs
# fs clzero
64 67 0F01 FC, Clzerow, Legacy, CLZERO, r=ax;fs
# fs clzero
64 0F01 FC, Clzerod, Legacy, CLZERO, r=eax;fs
# rep montmul
67 F3 0FA6 C0, Montmul_16, Legacy, PADLOCK_PMM, crm=es:si;Unknown cr=es;si cw=edx r=ecx cr=eax cw=eax;ecx decopt=NoInvalidCheck
# rep montmul
F3 0FA6 C0, Montmul_32, Legacy, PADLOCK_PMM, crm=es:esi;Unknown cr=es;esi cw=edx r=ecx cr=eax cw=eax;ecx
# rep xsha1
67 F3 0FA6 C8, Xsha1_16, Legacy, PADLOCK_PHE, crm=es:di;Unknown cwm=es:di;Unknown crm=es:si;Unknown cr=es cr=si;di cw=si rcw=ax;cx
# rep xsha1
F3 0FA6 C8, Xsha1_32, Legacy, PADLOCK_PHE, crm=es:edi;Unknown cwm=es:edi;Unknown crm=es:esi;Unknown cr=es cr=esi;edi cw=esi rcw=eax;ecx
# rep xsha256
67 F3 0FA6 D0, Xsha256_16, Legacy, PADLOCK_PHE, crm=es:di;Unknown cwm=es:di;Unknown crm=es:si;Unknown cr=es cr=si;di cw=si rcw=ax;cx
# rep xsha256
F3 0FA6 D0, Xsha256_32, Legacy, PADLOCK_PHE, crm=es:edi;Unknown cwm=es:edi;Unknown crm=es:esi;Unknown cr=es cr=esi;edi cw=esi rcw=eax;ecx
# rep xstore
67 F3 0FA7 C0, Xstore_16, Legacy, PADLOCK_RNG, cwm=es:di;Unknown cr=es cr=di cw=di cr=edx cw=eax rcw=cx
# rep xstore
F3 0FA7 C0, Xstore_32, Legacy, PADLOCK_RNG, cwm=es:edi;Unknown cr=es cr=edi cw=edi cr=edx cw=eax rcw=ecx
# xstore
67 0FA7 C0, Xstore_16, Legacy, PADLOCK_RNG, wm=es:di;Unknown r=es rw=di r=edx w=eax
# xstore
0FA7 C0, Xstore_32, Legacy, PADLOCK_RNG, wm=es:edi;Unknown r=es rw=edi r=edx w=eax
# rep xcryptecb
67 F3 0FA7 C8, Xcryptecb_16, Legacy, PADLOCK_ACE, cwm=es:di;Unknown crm=es:dx;Unknown crm=es:bx;Unknown crm=es:si;Unknown cr=es;dx;bx;si;di cw=si;di rcw=cx
# rep xcryptecb
F3 0FA7 C8, Xcryptecb_32, Legacy, PADLOCK_ACE, cwm=es:edi;Unknown crm=es:edx;Unknown crm=es:ebx;Unknown crm=es:esi;Unknown cr=es;edx;ebx;esi;edi cw=esi;edi rcw=ecx
# rep xcryptcbc
67 F3 0FA7 D0, Xcryptcbc_16, Legacy, PADLOCK_ACE, cwm=es:di;Unknown crm=es:ax;Unknown cwm=es:ax;Unknown crm=es:dx;Unknown crm=es:bx;Unknown crm=es:si;Unknown cr=es;ax;dx;bx;si;di cw=si;di rcw=cx
# rep xcryptcbc
F3 0FA7 D0, Xcryptcbc_32, Legacy, PADLOCK_ACE, cwm=es:edi;Unknown crm=es:eax;Unknown cwm=es:eax;Unknown crm=es:edx;Unknown crm=es:ebx;Unknown crm=es:esi;Unknown cr=es;eax;edx;ebx;esi;edi cw=esi;edi rcw=ecx
# rep xcryptctr
67 F3 0FA7 D8, Xcryptctr_16, Legacy, PADLOCK_ACE, cwm=es:di;Unknown crm=es:ax;Unknown cwm=es:ax;Unknown crm=es:dx;Unknown crm=es:bx;Unknown crm=es:si;Unknown cr=es;ax;dx;bx;si;di cw=si;di rcw=cx
# rep xcryptctr
F3 0FA7 D8, Xcryptctr_32, Legacy, PADLOCK_ACE, cwm=es:edi;Unknown crm=es:eax;Unknown cwm=es:eax;Unknown crm=es:edx;Unknown crm=es:ebx;Unknown crm=es:esi;Unknown cr=es;eax;edx;ebx;esi;edi cw=esi;edi rcw=ecx
# rep xcryptcfb
67 F3 0FA7 E0, Xcryptcfb_16, Legacy, PADLOCK_ACE, cwm=es:di;Unknown crm=es:ax;Unknown cwm=es:ax;Unknown crm=es:dx;Unknown crm=es:bx;Unknown crm=es:si;Unknown cr=es;ax;dx;bx;si;di cw=si;di rcw=cx
# rep xcryptcfb
F3 0FA7 E0, Xcryptcfb_32, Legacy, PADLOCK_ACE, cwm=es:edi;Unknown crm=es:eax;Unknown cwm=es:eax;Unknown crm=es:edx;Unknown crm=es:ebx;Unknown crm=es:esi;Unknown cr=es;eax;edx;ebx;esi;edi cw=esi;edi rcw=ecx
# rep xcryptofb
67 F3 0FA7 E8, Xcryptofb_16, Legacy, PADLOCK_ACE, cwm=es:di;Unknown crm=es:ax;Unknown cwm=es:ax;Unknown crm=es:dx;Unknown crm=es:bx;Unknown crm=es:si;Unknown cr=es;ax;dx;bx;si;di cw=si;di rcw=cx
# rep xcryptofb
F3 0FA7 E8, Xcryptofb_32, Legacy, PADLOCK_ACE, cwm=es:edi;Unknown crm=es:eax;Unknown cwm=es:eax;Unknown crm=es:edx;Unknown crm=es:ebx;Unknown crm=es:esi;Unknown cr=es;eax;edx;ebx;esi;edi cw=esi;edi rcw=ecx
# maskmovq mm2,mm3
0FF7 D3, Maskmovq_rDI_mm_mm, Legacy, SSE, op0=w op1=r op2=r r=ds;edi r=mm2 r=mm3 wm=ds:edi;UInt64
# maskmovq fs:[edi],mm2,mm3
64 0FF7 D3, Maskmovq_rDI_mm_mm, Legacy, SSE, op0=w op1=r op2=r r=fs;edi r=mm2 r=mm3 wm=fs:edi;UInt64
# maskmovdqu xmm2,xmm3
66 0FF7 D3, Maskmovdqu_rDI_xmm_xmm, Legacy, SSE2, op0=w op1=r op2=r r=ds;edi r=xmm2 r=xmm3 wm=ds:edi;UInt128
# maskmovdqu fs:[edi],xmm2,xmm3
64 66 0FF7 D3, Maskmovdqu_rDI_xmm_xmm, Legacy, SSE2, op0=w op1=r op2=r r=fs;edi r=xmm2 r=xmm3 wm=fs:edi;UInt128
# vmaskmovdqu xmm2,xmm3
C5F9 F7 D3, VEX_Vmaskmovdqu_rDI_xmm_xmm, VEX, AVX, op0=w op1=r op2=r r=ds;edi r=xmm2 r=xmm3 wm=ds:edi;UInt128
# vmaskmovdqu fs:[edi],xmm2,xmm3
64 C5F9 F7 D3, VEX_Vmaskmovdqu_rDI_xmm_xmm, VEX, AVX, op0=w op1=r op2=r r=fs;edi r=xmm2 r=xmm3 wm=fs:edi;UInt128
# llwpcb ebx
64 8FE978 12 C3, XOP_Llwpcb_r32, XOP, LWP, op0=r r=ds;ebx rm=ds:ebx;Unknown
# pvalidate ax
67 F2 0F 01 FF, Pvalidatew, Legacy, SEV_SNP, priv fw=oszacp r=ax;ecx;edx w=eax
# pvalidate eax
F2 0F 01 FF, Pvalidated, Legacy, SEV_SNP, priv fw=oszacp r=ecx;edx rw=eax
# invlpgb ax
67 0F 01 FE, Invlpgbw, Legacy, INVLPGB, priv r=ax;edx;ecx
# invlpgb eax
0F 01 FE, Invlpgbd, Legacy, INVLPGB, priv r=eax;edx;ecx
# tlbsync
0F 01 FF, Tlbsync, Legacy, INVLPGB, priv
# xbegin 7FFFA54Fh
66 C7 F8 5AA5, Xbegin_rel16, Legacy, RTM, flow=XbeginXabortXend op0=r cw=eax
# xbegin 0B412A550h
C7 F8 5AA51234, Xbegin_rel32, Legacy, RTM, flow=XbeginXabortXend op0=r cw=eax
# cmpxchg dh,cl
0FB0 CE, Cmpxchg_rm8_r8, Legacy, INTEL486, op0=rcw op1=r fw=acopsz rcw=dh r=cl rcw=al
# cmpxchg [eax],bh
0FB0 38, Cmpxchg_rm8_r8, Legacy, INTEL486, op0=rcw op1=r fw=acopsz r=eax r=bh rcw=al r=ds rcwm=ds:eax;UInt8
# cmpxchg si,cx
66 0FB1 CE, Cmpxchg_rm16_r16, Legacy, INTEL486, op0=rcw op1=r fw=acopsz rcw=si r=cx rcw=ax
# cmpxchg [eax],bx
66 0FB1 18, Cmpxchg_rm16_r16, Legacy, INTEL486, op0=rcw op1=r fw=acopsz r=eax r=bx rcw=ax r=ds rcwm=ds:eax;UInt16
# cmpxchg esi,ecx
0FB1 CE, Cmpxchg_rm32_r32, Legacy, INTEL486, op0=rcw op1=r fw=acopsz rcw=esi r=ecx r=eax cw=eax
# cmpxchg [eax],ebx
0FB1 18, Cmpxchg_rm32_r32, Legacy, INTEL486, op0=rcw op1=r fw=acopsz r=eax r=ebx r=eax cw=eax r=ds rcwm=ds:eax;UInt32
# lea bx,[eax]
66 8D 18, Lea_r16_m, Legacy, INTEL8086, op0=w op1=nma w=bx r=ax
# lea bx,[eax]
64 66 8D 18, Lea_r16_m, Legacy, INTEL8086, op0=w op1=nma w=bx r=ax
# lea bx,[bx+si]
67 66 8D 18, Lea_r16_m, Legacy, INTEL8086, op0=w op1=nma w=bx r=bx;si
# lea bx,[eax]
64 66 8D 18, Lea_r16_m, Legacy, INTEL8086, op0=w op1=nma w=bx r=ax
# lea si,[ecx+edx*8]
66 8D 34 D1, Lea_r16_m, Legacy, INTEL8086, op0=w op1=nma w=si r=cx;dx
# lea ebx,[eax]
8D 18, Lea_r32_m, Legacy, INTEL386, op0=w op1=nma w=ebx r=eax
# lea ebx,[bx+si]
67 8D 18, Lea_r32_m, Legacy, INTEL386, op0=w op1=nma w=ebx r=bx;si
# lea ebx,[eax]
64 8D 18, Lea_r32_m, Legacy, INTEL386, op0=w op1=nma w=ebx r=eax
# lea esi,[ecx+edx*8]
8D 34 D1, Lea_r32_m, Legacy, INTEL386, op0=w op1=nma w=esi r=ecx;edx
# cl1invmb
0F0A, Cl1invmb, Legacy, CL1INVMB, decopt=Cl1invmb priv
# rdshr [eax]
0F36 00, Rdshr_rm32, Legacy, CYRIX_SHR, priv op0=w r=ds r=eax wm=ds:eax;UInt32 decopt=Cyrix
# rdshr edx
0F36 C2, Rdshr_rm32, Legacy, CYRIX_SHR, priv op0=w w=edx decopt=Cyrix
# wrshr [eax]
